Establecimiento,Direccion,Seccion,Circuito,Mesas,Mesa desde,Mesa Hasta,electores,ID,obs,Nombre Seccion,Nombre Circuito,Ciudad,Barrio,Latitud,Longitud
IPEM N°151 J URBIZU,BV JOSE M ALDAO 1160,9,123,7,4934,4940,2358,9-123,,Marcos Juárez,CAMILO ALDAO,CAMILO ALDAO,,,
ESC JUAN BAUTISTA ALBERDI,SAN MARTIN 650,9,123,5,4941,4945,1679,9-123,,Marcos Juárez,CAMILO ALDAO,CAMILO ALDAO,,,
ESC.SEC.TOMAS THOMAS,CORDOBA 138,9,124,4,4946,4949,1059,9-124,,Marcos Juárez,CAVANAGH,CAVANAGH,,,
INST. SUP. JOSE MANUEL ESTRADA,SANTA FE 665,9,125,9,4950,4958,3062,9-125,,Marcos Juárez,CORRAL DE BUSTOS,CORRAL DE BUSTOS,,,
COLEGIO JUAN XXIII,SANTA FE 964,9,125,6,4965,4970,2038,9-125,,Marcos Juárez,CORRAL DE BUSTOS,CORRAL DE BUSTOS,,,
ESC R ESCALADA DE SAN MARTIN,ENTRE RIOS 313,9,125,6,4959,4964,2029,9-125,,Marcos Juárez,CORRAL DE BUSTOS,CORRAL DE BUSTOS,,,
ESC NOR SUP MAESTROS ARGENTINO,25 DE MAYO 747,9,125,5,4971,4975,1685,9-125,,Marcos Juárez,CORRAL DE BUSTOS,CORRAL DE BUSTOS,,,
COLEGIO SANTA JUANA DE ARCO,RIVADAVIA 999,9,126,7,4976,4982,2403,9-126,,Marcos Juárez,CRUZ ALTA,CRUZ ALTA,,,
IPEM 276 DR L COLOCCINI (EX276,SAN MARTIN 1487,9,126,7,4983,4989,2401,9-126,,Marcos Juárez,CRUZ ALTA,CRUZ ALTA,,,
ESC LIB GRAL SAN MARTIN,RIVADAVIA 1252,9,126,4,4990,4993,1377,9-126,,Marcos Juárez,CRUZ ALTA,CRUZ ALTA,,,
ESC DALMACIO VELEZ SARSFIELD,AV CORDOBA 324,9,127,6,4994,4999,2046,9-127,,Marcos Juárez,GUATIMOZIN,GUATIMOZIN,,,
INST JOSE MARIA PAZ,URUGUAY 210,9,128,5,5000,5004,1720,9-128,,Marcos Juárez,INRIVILLE,INRIVILLE,,,
ESC MARIANO MORENO,LIBERTAD 725,9,128,5,5005,5009,1719,9-128,,Marcos Juárez,INRIVILLE,INRIVILLE,,,
INST SEC ISLA VERDE,LIBERTAD 446,9,129,12,5011,5022,4174,9-129,,Marcos Juárez,ISLA VERDE,ISLA VERDE,,,
ESC.PROV.GRAL SAN MARTIN,ISLAS MALVINAS 219,9,130,2,5023,5024,676,9-130,,Marcos Juárez,LA ITALIANA,LA ITALIANA,,,
ESC DE COMERCIO Y BACHILLERATO,ALMIRANTE BROWN 551,9,131,11,5041,5051,3800,9-131,,Marcos Juárez,LEONES,LEONES,,,
ESC JOAQUIN V GONZALEZ,RAMON INFANTE 422,9,131,9,5025,5033,3110,9-131,,Marcos Juárez,LEONES,LEONES,,,
IPEM N°256-LIB GRAL SAN MARTIN,GENERAL ROCA 724,9,131,7,5034,5040,2436,9-131,,Marcos Juárez,LEONES,LEONES,,,
ESC GENERAL SAN MARTIN,RIVADAVIA 324,9,132,8,5053,5060,2472,9-132,,Marcos Juárez,LOS SURGENTES,LOS SURGENTES,,,
ESC NORMAL SUP DR M BELGRANO,R SAENZ PEÑA Y S DEL ESTERO,9,133,15,5073,5087,5221,9-133,,Marcos Juárez,MARCOS JUAREZ,MARCOS JUAREZ,,,
COLEGIO SAGRADO CORAZON,LARDIZABAL 545,9,133,12,5061,5072,4174,9-133,,Marcos Juárez,MARCOS JUAREZ,MARCOS JUAREZ,,,
IPEM N°51 NICOLAS AVELLANEDA,INTENDENTE DR JORGE LOINAS 996,9,133,11,5098,5108,3828,9-133,,Marcos Juárez,MARCOS JUAREZ,MARCOS JUAREZ,,,
ESC BERNARDINO RIVADAVIA,SAN MARTIN 694,9,133,10,5088,5097,3481,9-133,,Marcos Juárez,MARCOS JUAREZ,MARCOS JUAREZ,,,
ESC MARIANO MORENO,SAN JUAN  SUR 1090,9,133,8,5109,5116,2789,9-133,,Marcos Juárez,MARCOS JUAREZ,MARCOS JUAREZ,,,
ESCUELA BARTOLOME MITRE,HIPOLITO YRIGOYEN  NOROESTE 1409,9,133,7,5117,5123,2440,9-133,,Marcos Juárez,MARCOS JUAREZ,MARCOS JUAREZ,,,
INSTITUTO MARIA INMACULADA,HIPOLITO YRIGOYEN 650,9,133,5,5124,5128,1740,9-133,,Marcos Juárez,MARCOS JUAREZ,MARCOS JUAREZ,,,
ESC JOSE MANUEL ESTRADA,SARMIENTO 402,9,134,8,5129,5136,2650,9-134,,Marcos Juárez,MONTE BUEY,MONTE BUEY,,,
ESC MANUEL BELGRANO,9 DE JULIO 351,9,134,6,5137,5142,1985,9-134,,Marcos Juárez,MONTE BUEY,MONTE BUEY,,,
INST.SEC.GRAL J.M.PAZ,MARIANO MORENO 480,9,134,3,5143,5145,990,9-134,,Marcos Juárez,MONTE BUEY,MONTE BUEY,,,
ESC.PROV.GRAL SAN MARTIN,AV ITALIA 448,9,135,1,5146,5146,322,9-135,,Marcos Juárez,CAP.B.O HIGGINS,CAP.B.O HIGGINS,,,
ESC ROQUE SAENZ PEÑA,SANTA ROSA 479,9,136,5,5147,5151,1645,9-136,,Marcos Juárez,ROCA,ROCA,,,
ESC 9 DE JULIO,ALSINA  SUR 517,9,136,3,5152,5154,993,9-136,,Marcos Juárez,ROCA,ROCA,,,
INSTITUTO MANUEL BELGRANO,SAN MARTIN 629,9,137,3,5155,5157,774,9-137,,Marcos Juárez,SAIRA,SAIRA,,,
ESC.PROV.PAULA ALBARRACIN,AV 24 DE SEPTIEMBRE,9,128A,1,5010,5010,139,9-128A,,Marcos Juárez,SALADILLO,SALADILLO,,,
ESCUELA VICTORIA OCAMPO,CALLE PUBLICA S/N,9,131A,1,5052,5052,28,9-131A,,Marcos Juárez,VILLA ELISA,VILLA ELISA,,,
ESC PROV COMTE ROSENDO LEAL,CESAR MANUEL VERA S/N,10,138,3,5158,5160,887,10-138,,Minas,CIENAGA DEL CORO,CIENAGA DEL CORO,,,
LOCAL COMUNAL,,10,139,1,5166,5166,299,10-139,,Minas,GUASAPAMPA,GUASAPAMPA,,,
ESC PROV GREGORIA PEREZ,PUBLICA S/N,10,140,1,5169,5169,170,10-140,,Minas,LA ARGENTINA,LA ARGENTINA,,,
ESC PRIMARIA JORGE LUIS BORGES,PIEDRITA BLANCA,10,141,1,5171,5171,60,10-141,,Minas,PIEDRITA BLANCA,PIEDRITA BLANCA,,,
ESC.SEC.J.L.DE CABRERA,RIVADAVIA E IRIGOYEN,10,142,7,5173,5179,2169,10-142,,Minas,SAN CARLOS,SAN CARLOS,,,
ESC MIGUEL DE AZCUENAGA,RUMIACO,10,138A,1,5161,5161,23,10-138A,,Minas,RUMIACO,RUMIACO,,,
ESC.PROV.FRAY M.ESQUIU,PUBLICA,10,138B,1,5162,5162,100,10-138B,,Minas,RUMIHUASI,RUMIHUASI,,,
ESC PROV NIÑAS DE AYOHUMA,PUBLICA S/N,10,138C,2,5163,5164,392,10-138C,,Minas,ESTANCIA DE GUADALUPE,ESTANCIA DE GUADALUPE,,,
ESC.PROV.MONS.R. LEAL,PUBLICA,10,138D,1,5165,5165,191,10-138D,,Minas,TOSNO,TOSNO,,,
ESC.PROV.R.VERA PEÑALOZA,AGUA DE RAMON,10,139A,1,5167,5167,87,10-139A,,Minas,AGUA DE RAMON,AGUA DE RAMON,,,
ESC PROV GRAJ J DE SAN MARTIN,PUBLICA S/N,10,139B,1,5168,5168,245,10-139B,,Minas,LA PLAYA,LA PLAYA,,,
ESC MARTIN MIGUEL DE GUEMES,OJO DE AGUA DE TOTOX,10,140A,1,5170,5170,86,10-140A,,Minas,OJO DE AGUA DE TOTOX,OJO DE AGUA DE TOTOX,,,
ESC PROV ANGEL V PEÑALOZA,PUBLICA S/N,10,141A,1,5172,5172,146,10-141A,,Minas,EL CHACHO,EL CHACHO,,,
ESC.PROV.J.J.CASTELLI.,PUBLICA,10,142A,1,5180,5180,147,10-142A,,Minas,TALAINI,TALAINI,,,
ESC PROV MARIANO MORENO,PUBLICA S/N,11,144,3,5181,5183,1029,11-144,,Pocho,CHANCANI,CHANCANI,,,
ESC.PROV.D.FRENCH,PUBLICA,11,145,2,5186,5187,562,11-145,,Pocho,POCHO,POCHO,,,
ESC GENERAL JOSE DE SAN MARTIN,AV CURA BROCHERO 150,11,146,6,5189,5194,1983,11-146,,Pocho,SALSACATE,SALSACATE,,,
ESC.PROV.L.LUGONES,PUBLICA,11,144A,1,5184,5184,88,11-144A,,Pocho,LAS JARILLAS,LAS JARILLAS,,,
ESC R ESCALADA DE SAN MARTIN,EL MEDANITO,11,144B,1,5185,5185,61,11-144B,,Pocho,EL MEDANITO,EL MEDANITO,,,
ESCUELA N°157,LAS PALMAS,11,145A,1,5188,5188,260,11-145A,,Pocho,LAS PALMAS,LAS PALMAS,,,
ESC.PROV.M.BELGRANO,CALLE PUBLICA S/N,11,146A,1,5195,5195,308,11-146A,,Pocho,TALA CAÑADA,TALA CAÑADA,,,
ESC.PROV. E.ECHEVERRIA,CALLE PUBLICA  S/N,11,146B,1,5196,5196,237,11-146B,,Pocho,SAN JERONIMO,SAN JERONIMO,,,
ESC ROQUE SAENZ PEÑA,CALLE PUBLICA S/N,11,146C,1,5197,5197,141,11-146C,,Pocho,LOS TALARES,LOS TALARES,,,
ESC DR BIALET MASSE,ROQUE SAENZ PEÑA 91,12,147,8,5209,5216,2653,12-147,,Punilla,BIALET MASSE,BIALET MASSE,,,
INST SERVILIANO DIAZ,SAN MARTIN 675,12,147,6,5198,5203,1986,12-147,,Punilla,BIALET MASSE,BIALET MASSE,,,
INST NTA SRA DEL ROSARIO,9 DE JULIO 359,12,147,5,5204,5208,1660,12-147,,Punilla,BIALET MASSE,BIALET MASSE,,,
IPEM N° 279,HIPOLITO YRIGOYEN 450,12,148,13,5238,5250,4420,12-148,,Punilla,CAPILLA DEL MONTE,CAPILLA DEL MONTE,,,
ESC ESP JUAN MANUEL FERNANDEZ,AV PUEYRREDON 131,12,148,10,5251,5260,3399,12-148,,Punilla,CAPILLA DEL MONTE,CAPILLA DEL MONTE,,,
ESC GRAL JOSE DE SAN MARTIN,SARMIENTO 380,12,148,9,5229,5237,3061,12-148,,Punilla,CAPILLA DEL MONTE,CAPILLA DEL MONTE,,,
ESC GRAL JOSE DE SAN MARTIN,RUTA NACIONAL N°38,12,149,3,5261,5263,794,12-149,,Punilla,CASA GRANDE,CASA GRANDE,,,
ESC TTE GRAL JULIO A ROCA,SAN MARTIN Y SARMIENTO S/N,12,150,13,5300,5312,4475,12-150,,Punilla,COSQUIN,COSQUIN,,,
COLEGIO PARROQUIAL PIO XII,OBISPO BUSTOS 816,12,150,11,5264,5274,3787,12-150,,Punilla,COSQUIN,COSQUIN,,,
ESC ESP DR J REYES CONTRERAS,MONS DE ANDREA 2300,12,150,10,5313,5322,3447,12-150,,Punilla,COSQUIN,COSQUIN,,,
IPEM N°60 M MORENO(EX IPET 13),PALEMON CARRANZA 1085,12,150,9,5275,5283,3105,12-150,,Punilla,COSQUIN,COSQUIN,,,
IPEM N°157-PTE SARMIENTO,P CARRANZA 940,12,150,8,5284,5291,2761,12-150,,Punilla,COSQUIN,COSQUIN,,,
ESC NORMAL SUP R SAENZ PEÑA,SAN MARTIN 394,12,150,8,5292,5299,2759,12-150,,Punilla,COSQUIN,COSQUIN,,,
ESC P ALBARRACIN DE SARMIENTO,PUBLICA S/N,12,151,3,5323,5325,734,12-151,,Punilla,CHARBONIER,CHARBONIER,,,
I.P.E.M N° 200,ARRABARRENA ESQ PROV UNIDAS S/N,12,152,10,5334,5343,3349,12-152,,Punilla,HUERTA GRANDE,HUERTA GRANDE,,,
ESC BERNARDINO RIVADAVIA,NUETRA SEÑORA DEL CARMEN 199,12,152,8,5326,5333,2692,12-152,,Punilla,HUERTA GRANDE,HUERTA GRANDE,,,
INSTITUTO GRAL SAN MARTIN,9 DE JULIO 564,12,153,8,5367,5374,2742,12-153,,Punilla,LA CUMBRE,LA CUMBRE,,,
ESC JOSEFA MARIA BUSTOS,ALBERDI 277,12,153,7,5375,5381,2400,12-153,,Punilla,LA CUMBRE,LA CUMBRE,,,
ESC M E H DE GONZALEZ ELIZALDE,RIO NEGRO S/N,12,153,6,5361,5366,2061,12-153,,Punilla,LA CUMBRE,LA CUMBRE,,,
IPEM N°142 JOAQUIN V GONZALEZ,SAN GERONIMO Y LAS AMERICAS S/N,12,154,11,5389,5399,3756,12-154,,Punilla,LA FALDA,LA FALDA,,,
ESC MATEO J MOLINA,AV EDEN 445,12,154,10,5400,5409,3415,12-154,,Punilla,LA FALDA,LA FALDA,,,
ESC JOSE MARIA PAZ,HIPOLITO YRIGOYEN 431 B°SAN JORGE,12,154,7,5382,5388,2393,12-154,,Punilla,LA FALDA,LA FALDA,,,
ESC NICOLAS AVELLANEDA,PROGRESO 399 B°SANTA ROSA,12,154,7,5410,5416,2392,12-154,,Punilla,LA FALDA,LA FALDA,,,
ESC AERONAUTICA ARGENTINA,OCAMPO Y ROMAN DEHEZA S/N-LA LOMITA,12,154,6,5417,5422,2049,12-154,,Punilla,LA FALDA,LA FALDA,,,
ESC INES MOYANO DE MOLINA,MANUEL MUJICA LAINEZ S/N,12,155,3,5423,5425,821,12-155,,Punilla,SAN ESTEBAN,SAN ESTEBAN,,,
INST ALFONSINA STORNI(EX IESS),SOLIS 283,12,156,21,5468,5488,7313,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
ESC CARLOS NICANDRO PAZ,SAN MARTIN 255,12,156,17,5429,5445,5923,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
INST BILINGUE DANTE ALIGHIERI,ALFONSINA STORNI Y LOS ALERCES,12,156,17,5548,5564,5900,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
INST R ESCALADA DE SAN MARTIN,ESTRADA Y ANTARTIDA,12,156,16,5504,5519,5575,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
INST BERNARDO D'ELIA,ASUNCION B°LA QUINTA 440,12,156,15,5489,5503,5214,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
COLEGIO COSTA AZUL,HUARPES Y COMECHINGONES-B°COSTA AZUL,12,156,12,5579,5590,4181,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
ESC PRESIDENTE SARMIENTO,LOS GIGANTES S/N-,12,156,12,5446,5457,4172,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
ESC ISLA DE LOS ESTADOS,LOS CEIBOS S/N B°LA QUINTA,12,156,10,5458,5467,3480,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
IPEM N° 365-DR RENE FAVALORO,GOBERNADOR ALVAREZ 131,12,156,10,5538,5547,3478,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
INST INDUSTRIAL CRISTO OBRERO,FLORENCIO SANCHEZ S/N-B°LAS MALVINAS,12,156,10,5520,5529,3475,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
ESC RICARDO BERNABE FERNANDEZ,LAS MARGARITAS 255-VA INDEPENDENCIA,12,156,8,5565,5572,2784,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
PRIMARIO JOSE DE SAN MARTIN,AMEGHINO Y BALCARCE,12,156,8,5530,5537,2781,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
ESC JOSE A ALVAREZ CONDARCO,IGUALDAD 199 B°SAN IGNACIO,12,156,6,5573,5578,2084,12-156,,Punilla,VILLA CARLOS PAZ,VILLA CARLOS PAZ,,,
INST. SEC. ORIENTACION REGIONA,VILLA BUSTOS,12,157,9,5635,5643,3045,12-157,,Punilla,SANTA MARIA,SANTA MARIA,,,
ESC JUAN BAUTISTA AZOPARDO,SARMIENTO 59,12,157,7,5628,5634,2375,12-157,,Punilla,SANTA MARIA,SANTA MARIA,,,
COLEGIO SAN ROQUE,LAVALLE VILLA BUSTOS 2730,12,157,6,5618,5623,2033,12-157,,Punilla,SANTA MARIA,SANTA MARIA,,,
ESC BENJAMIN MATIENZO,DR.MIGUEL A. VOCOS S/N TILLARD,12,157,4,5624,5627,1358,12-157,,Punilla,SANTA MARIA,SANTA MARIA,,,
ESC DOMINGO FAUSTINO SARMIENTO,MARIANO MORENO 597,12,158,10,5644,5653,3417,12-158,,Punilla,TANTI,TANTI,,,
IPEM N°84 J VOCOS LESCANO,SAN FRANCISCO 33,12,158,10,5654,5663,3411,12-158,,Punilla,TANTI,TANTI,,,
INST.NTA.SRA. DEL CALVARIO,SAN MARTIN 12,12,159,9,5688,5696,3033,12-159,,Punilla,VALLE HERMOSO,VALLE HERMOSO,,,
IPEM N° 335,GOBERNADOR NUÑEZ 73,12,159,8,5680,5687,2692,12-159,,Punilla,VALLE HERMOSO,VALLE HERMOSO,,,
ESC HOGAR ALBERTO MAGGI,CEFERINO NAMUNCURA 62,12,147A,5,5217,5221,1418,12-147A,,Punilla,SAN ROQUE,SAN ROQUE,,,
ESC DR JERONIMO J DEL BARCO,VILLA PARQUE SIQUIMAN,12,147B,7,5222,5228,2312,12-147B,,Punilla,VILLA PARQUE SIQUIMAN,VILLA PARQUE SIQUIMAN,,,
IPEM N° 339,LOS COCOS ESQ PEPERINA,12,152A,7,5344,5350,2302,12-152A,,Punilla,VILLA GIARDINO,VILLA GIARDINO,,,
ESC ESTEBAN ECHEVERRIA,CHILE 42,12,152A,5,5351,5355,1642,12-152A,,Punilla,VILLA GIARDINO,VILLA GIARDINO,,,
COL JUANA MICONO DE GIARDIN,AV SAN MARTIN 762,12,152A,5,5356,5360,1636,12-152A,,Punilla,VILLA GIARDINO,VILLA GIARDINO,,,
IPEA 343,LAS ACACIAS S/N,12,155A,3,5426,5428,1048,12-155A,,Punilla,LOS COCOS,LOS COCOS,,,
ESC MERCEDES S M DE BALCARCE,GENERAL SAN MARTIN S/N,12,156A,6,5591,5596,1874,12-156A,,Punilla,YCHO CRUZ,YCHO CRUZ,,,
LOCAL COMUNAL,CUESTA BLANCA,12,156B,2,5597,5598,506,12-156B,,Punilla,CUESTA BLANCA,CUESTA BLANCA,,,
EDIFICIO COMUNAL,MAYU SUMAJ,12,156C,4,5599,5602,1316,12-156C,,Punilla,MAYU SUMAJ,MAYU SUMAJ,,,
ESC JUAN JOSE PASO,RUTA PROV. 14-KM.43 CENTRO,12,156D,7,5603,5609,2438,12-156D,,Punilla,SAN ANTONIO DE ARREDONDO,SAN ANTONIO DE ARREDONDO,,,
IPEM 348,RUTA 14 Y CNO A LAS JARILLAS,12,156D,7,5610,5616,2438,12-156D,,Punilla,SAN ANTONIO DE ARREDONDO,SAN ANTONIO DE ARREDONDO,,,
EDIFICIO COMUNAL,TALA HUASI,12,156E,1,5617,5617,261,12-156E,,Punilla,TALA HUASI,TALA HUASI,,,
ESC.PROV.D. FRENCH,EL CHAÑAR 69,12,158A,2,5664,5665,635,12-158A,,Punilla,CABALANGO,CABALANGO,,,
JARDIN COSME ARGERICH,SAN MARTIN S/N,12,158B,3,5668,5670,902,12-158B,,Punilla,ESTANCIA VIEJA,ESTANCIA VIEJA,,,
ESC PROV COSME ARGERICH,CALLE SAN MARTIN S/N,12,158B,2,5666,5667,603,12-158B,,Punilla,ESTANCIA VIEJA,ESTANCIA VIEJA,,,
IPEM N° 332,LOS TALAS ESQ. LAS ROSAS,12,158C,9,5671,5679,3121,12-158C,,Punilla,VILLA SANTA CRUZ DEL LAGO,VILLA SANTA CRUZ DEL LAGO,,,
ESC DOMINGO FAUSTINO SARMIENTO,SARMIENTO 425,13,160,8,5697,5704,2663,13-160,,Río Cuarto,ACHIRAS,ACHIRAS,,,
INSTITUTO ADELIA MARIA,AV SAN MARTIN 1050,13,161,11,5706,5716,3717,13-161,,Río Cuarto,ADELIA MARIA,ADELIA MARIA,,,
ESC GENERAL SAN MARTIN,SARMIENTO 98,13,161,8,5717,5724,2701,13-161,,Río Cuarto,ADELIA MARIA,ADELIA MARIA,,,
ESC PERITO FRANCISCO MORENO,DEAN FUNES Y HEROES ANONIMOS S/N,13,162,9,5732,5740,3089,13-162,,Río Cuarto,ALCIRA,ALCIRA,,,
ESC JOSE MARIA PAZ,GRAL ROCA 643,13,162,7,5725,5731,2406,13-162,,Río Cuarto,ALCIRA,ALCIRA,,,
IPEM N° 119 NESTOR ZARAZAGA,GOBERNADOR JULIO BORDA S/N,13,163,4,5741,5744,1231,13-163,,Río Cuarto,ALPA CORRAL,ALPA CORRAL,,,
ESC PROV BERNARDINO RIVADAVIA,VELEZ SARSFIELD 50,13,164,6,5745,5750,1878,13-164,,Río Cuarto,BAIGORRIA,BAIGORRIA,,,
MERC DEL NIÑO JESUS/S FCO ASIS,VICTOR HUGO 885,13,165,18,5774,5791,6254,13-165,,Río Cuarto,BANDA NORTE,BANDA NORTE,,,
IPEM N°95 M SANCHEZ DE THOMPSO,MANCO CAPAC 50,13,165,14,5823,5836,4867,13-165,,Río Cuarto,BANDA NORTE,BANDA NORTE,,,
ESC PROVINCIA SANTA CRUZ,SANTA FE ESQ URUGUAY S/N,13,165,13,5804,5816,4530,13-165,,Río Cuarto,BANDA NORTE,BANDA NORTE,,,
ANGELES CUSTODIOS/SAGRADA FLIA,ISABEL LA CATOLICA Y E JENNER S/N,13,165,12,5751,5762,4187,13-165,,Río Cuarto,BANDA NORTE,BANDA NORTE,,,
INST SUP RAMON MENENDEZ PIDAL,AV JOSE GARIBALDI 50,13,165,12,5792,5803,4180,13-165,,Río Cuarto,BANDA NORTE,BANDA NORTE,,,
ESC DR ADOLFO ALSINA,AVENIDA GARIBALDI 740,13,165,11,5763,5773,3834,13-165,,Río Cuarto,BANDA NORTE,BANDA NORTE,,,
ESC REPUBLICA DEL URUGUAY,SAN LUIS 342,13,165,6,5817,5822,2082,13-165,,Río Cuarto,BANDA NORTE,BANDA NORTE,,,
CNMA 24-ANEXO PCIA STA CRUZ,EL SALVADOR 850,13,165,2,5837,5838,696,13-165,,Río Cuarto,BANDA NORTE,BANDA NORTE,,,
INSTITUTO PARROQ.BERROTARAN,AQUINO ARGUELLO ARDILES 207,13,166,11,5847,5857,3649,13-166,,Río Cuarto,BERROTARAN,BERROTARAN,,,
ESC VICTOR MERCANTE,FRAY MAMERTO ESQUIU 25,13,166,8,5839,5846,2661,13-166,,Río Cuarto,BERROTARAN,BERROTARAN,,,
ESC.FRAY M.ALVAREZ,SARMIENTO 187,13,167,3,5858,5860,1032,13-167,,Río Cuarto,BULNES,BULNES,,,
ESC PROV GRAL J DE SAN MARTIN,BV CORDOBA S/N,13,168,3,5861,5863,795,13-168,,Río Cuarto,CHAJAN,CHAJAN,,,
ESC SUBTTE RODOLFO H BERDINA,AV SAN MARTIN S/N,13,169,2,5864,5865,439,13-169,,Río Cuarto,CHUCUL,CHUCUL,,,
INST SEC LA ASUNCION DE MARIA,PASAJE CURA BROCHERO 189,13,170,5,5866,5870,1577,13-170,,Río Cuarto,ELENA,ELENA,,,
ESC RICARDO GUTIERREZ,ALBERDI 377,13,170,4,5871,5874,1264,13-170,,Río Cuarto,ELENA,ELENA,,,
ESC PROV JOSE DE SAN MARTIN,RUTA NACIONAL 36 KM 614 S/N,13,171,1,5875,5875,161,13-171,,Río Cuarto,ESPINILLO,ESPINILLO,,,
ESC.PROV.C.SAAVEDRA,AV GENERAL PAZ 263,13,172,7,5876,5882,2323,13-172,,Río Cuarto,HOLMBERG,HOLMBERG,,,
ESC.S.R.DE ZAVALIA,INGENIERO MILITAR CARULLA,13,172,6,5883,5888,1989,13-172,,Río Cuarto,HOLMBERG,HOLMBERG,,,
IPEM N° 125 R SCALABRINI ORTIZ,,13,172,4,5889,5892,1323,13-172,,Río Cuarto,HOLMBERG,HOLMBERG,,,
ESC JOSE DE SAN MARTIN,CALLE PUBLICA,13,173,1,5893,5893,8,13-173,,Río Cuarto,LA ARGENTINA,LA ARGENTINA,,,
ESC PROV JOSE DE SAN MARTIN,SAN MARTIN S/N,13,174,3,5894,5896,804,13-174,,Río Cuarto,LA CAUTIVA,LA CAUTIVA,,,
ESC PROV JOSE DE SAN MARTIN,PUBLICA S/N,13,175,1,5897,5897,73,13-175,,Río Cuarto,LA GILDA,LA GILDA,,,
ESC R ESCALADA DE SAN MARTIN,CALLE PUBLICA S/N,13,176,1,5898,5898,71,13-176,,Río Cuarto,LA INVERNADA,LA INVERNADA,,,
ESC LEONILA DE LAS M LEMOS,MAIPU NORTE 535,13,177,8,5899,5906,2650,13-177,,Río Cuarto,LAS ACEQUIAS,LAS ACEQUIAS,,,
ESC.PROV.J.DE SAN MARTIN,CALLE PUBLICA S/N,13,178,1,5907,5907,68,13-178,,Río Cuarto,LAS CAÑITAS,LAS CAÑITAS,,,
ESC JORGE ALEJANDRO NEWBERY,ESPAÑA 36,13,179,13,5911,5923,4498,13-179,,Río Cuarto,LAS HIGUERAS,LAS HIGUERAS,,,
"I.P.E.A Y T,N°186-",CARLOS GARDEL Y CAPITAN CASTAGNARI,13,179,4,5928,5931,1381,13-179,,Río Cuarto,LAS HIGUERAS,LAS HIGUERAS,,,
JARD INF JORGE A NEWBERY,ESPAÑA 86,13,179,4,5924,5927,1376,13-179,,Río Cuarto,LAS HIGUERAS,LAS HIGUERAS,,,
ESC.PROV.J.M.PAZ,AVDA. 22 DE OCTUBRE,13,180,1,5932,5932,199,13-180,,Río Cuarto,LAS PEÑAS,LAS PEÑAS,,,
ESC ANTONIO SOBRAL,PUBLICA S/N,13,181,1,5933,5933,172,13-181,,Río Cuarto,LOS CUATRO VIENTOS,LOS CUATRO VIENTOS,,,
ESC CAP DE FRAGATA MOYANO,JULIANA GARCIA P 560,13,182,3,5934,5936,932,13-182,,Río Cuarto,LAS VERTIENTES,LAS VERTIENTES,,,
INST JUAN PASCUAL PRINGLES,AV CARLOS S YDE 684,13,183,10,5937,5946,3453,13-183,,Río Cuarto,VICUÑA MACKENNA,VICUÑA MACKENNA,,,
ESC GRAL NAPOLEON URIBURU,LIB GENERAL SAN MARTIN 318,13,183,9,5955,5963,3110,13-183,,Río Cuarto,VICUÑA MACKENNA,VICUÑA MACKENNA,,,
ESC GUIDO SPANO,SARMIENTO 672,13,183,8,5947,5954,2765,13-183,,Río Cuarto,VICUÑA MACKENNA,VICUÑA MACKENNA,,,
ESC FRAY MARCOS DONATTI,9 DE JULIO 626,13,184,9,5964,5972,3080,13-184,,Río Cuarto,MOLDES,MOLDES,,,
IPEM N°94 DOLORES L DE LAVALLE,MOLDES,13,184,8,5973,5980,2744,13-184,,Río Cuarto,MOLDES,MOLDES,,,
ESC NICOLAS AVELLANEDA,MITRE 74,13,184,7,5981,5987,2405,13-184,,Río Cuarto,MOLDES,MOLDES,,,
ESCUELA-JUAN B ALBERDI,#N/A,13,185,1,5991,5991,5,13-185,,Río Cuarto,PAUNERO,PAUNERO,,,
ESC ARZOBISPO ANTONIO ESPINOSA,OLEGARIO ANDRADE 1020,13,186,14,6050,6063,4871,13-186,,Río Cuarto,PUEBLO ALBERDI,PUEBLO ALBERDI,,,
ESC GRAL JUSTO S ANAYA,AZOPARDO  FENIX 1270,13,186,14,6025,6038,4867,13-186,,Río Cuarto,PUEBLO ALBERDI,PUEBLO ALBERDI,,,
ESC NICOLAS AVELLANEDA,VICENTE LOPEZ 538,13,186,13,5992,6004,4511,13-186,,Río Cuarto,PUEBLO ALBERDI,PUEBLO ALBERDI,,,
