Establecimiento,Direccion,Seccion,Circuito,Mesas,Mesa desde,Mesa Hasta,electores,ID,obs,Nombre Seccion,Nombre Circuito,Ciudad,Barrio,Latitud,Longitud
COL NAC DE MONSERRAT,OBISPO TREJO 294,1,1,18,20,37,6177,1-1,,Capital,SECCIONAL PRIMERA,Córdoba,,,
ESC NUESTRA SEÑORA DEL HUERTO,BELGRANO 269,1,1,12,8,19,4111,1-1,,Capital,SECCIONAL PRIMERA,Córdoba,,,
ESC SANTA TERESA DE JESUS,OBISPO TREJO Y SANABRIA 160,1,1,10,38,47,3422,1-1,,Capital,SECCIONAL PRIMERA,Córdoba,,,
CENTRO EDUC.NIVEL MEDIO ADULTO,DEAN FUNES 417,1,1,10,1,7,3225,1-1,Mesas 1 a 7  y 8651 - 8653,Capital,SECCIONAL PRIMERA,Córdoba,,,
ESC JUAN BAUTISTA ALBERDI,GRAL PAZ 488,1,2,18,48,65,6130,1-2,,Capital,SECCIONAL SEGUNDA,Córdoba,,,
ESC JERONIMO LUIS DE CABRERA,SANTA ROSA 650,1,3,15,66,80,5173,1-3,,Capital,SECCIONAL TERCERA,Córdoba,,,
ESC NORMAL ALEJANDRO CARBO,AV COLON 951,1,3,13,100,112,4486,1-3,,Capital,SECCIONAL TERCERA,Córdoba,,,
ESC MARIANO MORENO,SANTA ROSA ESQ SANTA FE 1299,1,3,13,113,125,4466,1-3,,Capital,SECCIONAL TERCERA,Córdoba,,,
IPEM N° 270 GRAL M BELGRANO,DEAN FUNES 850,1,3,11,81,91,3790,1-3,,Capital,SECCIONAL TERCERA,Córdoba,,,
ESC SANTO TOMAS,CASEROS 745,1,3,8,92,99,2770,1-3,,Capital,SECCIONAL TERCERA,Córdoba,,,
COL NACIONAL DEAN FUNES,PERU 10,1,4,20,126,145,6941,1-4,,Capital,NUEVA CORDOBA,Córdoba,,,
IPET N°66 DR JOSE A BALSEIRO,HIPOLITO YRIGOYEN 258,1,4,14,146,159,4837,1-4,,Capital,NUEVA CORDOBA,Córdoba,,,
FAC DE CIENCIAS ECONOMICAS,AV VALPARAISO CDAD UNIVERSITARIA,1,4,10,169,178,3464,1-4,,Capital,NUEVA CORDOBA,Córdoba,,,
ESC GDOR ALVAREZ,C ARENAL 699,1,4,9,160,168,3110,1-4,,Capital,NUEVA CORDOBA,Córdoba,,,
IPEM 38 FRANC. PABLO DE MAURO,PAUNERO Y ARENAL,1,4,9,179,187,3110,1-4,,Capital,NUEVA CORDOBA,Córdoba,,,
ESC ESPAÑA,M BRAVO Y ENTRE RIOS,1,5,14,322,335,4770,1-5,,Capital,ALTAMIRA,Córdoba,,,
ESC GRECIA,PEDERNERA 952,1,5,11,336,346,3754,1-5,,Capital,ALTAMIRA,Córdoba,,,
ESC PANAMERICANA,SOTO  - 919,1,5,10,347,356,3404,1-5,,Capital,ALTAMIRA,Córdoba,,,
ESC ESTANISLAO DEL CAMPO,ESTADOS UNIDOS Y RIO 1° 1208,1,5,5,357,361,1699,1-5,,Capital,ALTAMIRA,Córdoba,,,
ESC TENIENTE GRAL ARAMBURU,GARIBALDI 710,1,6,9,561,569,2932,1-6,,Capital,ALTO GRAL PAZ,Córdoba,,,
COL  SAN RAMON NONATO,AVDA  PATRIA 282,1,6,7,570,576,2286,1-6,,Capital,ALTO GRAL PAZ,Córdoba,,,
ESC JORGE NEWBERY (CIRC 7F),MATIENZO 5895,1,7,1,667,667,106,1-7,,Capital,AEROPUERTO,Córdoba,,,
ESC  RABINDRANAT TAGORE,OCARINA  - 1613,1,8,3,892,894,752,1-8,,Capital,LA FLORESTA NORTE,Córdoba,,,
INST ESCUTI,NAZARET  - 3399,1,9,9,996,1004,3067,1-9,,Capital,ESCOBAR,Córdoba,,,
ESC PROVINCIA DE CORRIENTES,DOMINGO ZIPOLI 1358,1,9,8,988,995,2736,1-9,,Capital,ESCOBAR,Córdoba,,,
INST EDUCACION CORDOBA,MARTIN FERREYRA 216,1,10,19,1200,1218,6548,1-10,,Capital,BELLA VISTA,Córdoba,,,
ESC ROQUE SAENZ PEÑA,AV VELEZ SARSFIELD 1000,1,10,14,1186,1199,4842,1-10,,Capital,BELLA VISTA,Córdoba,,,
ESC MANUEL BELGRANO,SUECIA 2832,1,10,10,1228,1237,3457,1-10,,Capital,BELLA VISTA,Córdoba,,,
E.N.E.T. N°1 DR A SABATTINI,AV VELEZ SARSFIELD 1490,1,10,9,1219,1227,3104,1-10,,Capital,BELLA VISTA,Córdoba,,,
ESC ISABEL LA CATOLICA,SUBOF OTANO S/N°,1,11,14,1659,1672,4784,1-11,,Capital,AERONAUTICO,Córdoba,,,
ESC JUAN XXIII,BENAVIDEZ Y CONESA -,1,12,12,2123,2134,4073,1-12,,Capital,AVELLANEDA,Córdoba,,,
ESC CONSTANCIO C VIGIL,J.LLERENA  - 5561,1,12,8,2135,2142,2712,1-12,,Capital,AVELLANEDA,Córdoba,,,
ESC MUNIC OSCAR SOTO LOPEZ,LOS CALDENES ESQ LOS ALGARROBOS 5320,1,12,7,2143,2149,2378,1-12,,Capital,AVELLANEDA,Córdoba,,,
ESC PADRE DIEGO DE TORRES,DIAG ICA Y CAMICALTA 1650,1,13,12,2471,2482,4042,1-13,,Capital,LEANDRO N. ALEM,Córdoba,,,
ESC ARISTOBULO DEL VALLE,M DE JAUREGUI 1657,1,13,10,2483,2492,3357,1-13,,Capital,LEANDRO N. ALEM,Córdoba,,,
ESC ASOCIACION DE MAYO,COLOMPREA 1240,1,13,5,2493,2497,1682,1-13,,Capital,LEANDRO N. ALEM,Córdoba,,,
COLEGIO LA SALLE,AV MARTINOLI 6602,1,14,15,2874,2888,5144,1-14,,Capital,ARGUELLO,Córdoba,,,
COLEGIO DEL CARMEN,RECTA MARTINOLI 6385,1,14,6,2889,2894,2057,1-14,,Capital,ARGUELLO,Córdoba,,,
ESC MUN YAMAHIBIA ARABE LIBIA,COLORADO ESQ GAIMAN,1,10A,9,1238,1246,3070,1-10A,,Capital,CABILDO,Córdoba,,,
IPEM 311,USUAHIA 2150,1,10A,6,1247,1252,2038,1-10A,,Capital,CABILDO,Córdoba,,,
ESC PCIA DE CATAMARCA,AV VELEZ SARSFIELD 3582,1,10B,17,1253,1269,5812,1-10B,,Capital,CIUDADELA,Córdoba,,,
ESC GDOR J B BUSTOS,CACHEUTA Y BRANDAN-,1,10B,11,1276,1286,3756,1-10B,,Capital,CIUDADELA,Córdoba,,,
ESC REPUBLICA DE SIRIA,TRAFUL 908,1,10B,6,1270,1275,2049,1-10B,,Capital,CIUDADELA,Córdoba,,,
J DE INF REPUBLICA DE SIRIA,VIRGILIO MOYANO 830,1,10B,1,1287,1287,341,1-10B,,Capital,CIUDADELA,Córdoba,,,
ESC ALEJANDRO CARBO,ICHO CRUZ 80,1,10C,16,1288,1303,5379,1-10C,,Capital,COMERCIAL,Córdoba,,,
ESC MUNIC AZOR GRIMAUT,SOBREMONTE 6100,1,10C,5,1304,1308,1668,1-10C,,Capital,COMERCIAL,Córdoba,,,
ESC MUNIC REPUBLICA DE ITALIA,REALICO 2250,1,10D,7,1309,1315,2270,1-10D,,Capital,CONGRESO,Córdoba,,,
"IPEM 183""PEDRO B.PALACIOS""",REALICO  - 2407,1,10D,4,1316,1319,1296,1-10D,,Capital,CONGRESO,Córdoba,,,
ESC  ALAS ARGENTINA,BONN 4627,1,10E,12,1341,1352,4089,1-10E,,Capital,ESTACION FLORES,Córdoba,,,
ESC CADETES FUERZA AEREA,LEOPOLDO CASAVEGA 2320,1,10E,11,1320,1330,3762,1-10E,,Capital,ESTACION FLORES,Córdoba,,,
ESC PADRE BURON,AVIADOR MIRA 2658,1,10E,8,1331,1338,2743,1-10E,,Capital,ESTACION FLORES,Córdoba,,,
ESC MUNIC CESAR E ROMERO,AV ROSARIO DEL DORADO 6052,1,10E,6,1353,1358,2040,1-10E,,Capital,ESTACION FLORES,Córdoba,,,
J DE INF CADETES FUERZA AEREA,LEOPOLDO CASAVEGA 2320,1,10E,2,1339,1340,681,1-10E,,Capital,ESTACION FLORES,Córdoba,,,
COL NUESTRA SEÑORA DE FATIMA,VARELA ORTIZ 2600,1,10F,13,1369,1381,4478,1-10F,,Capital,MATIENZO,Córdoba,,,
ESC AERONAUTICA ARGENTINA,ESMERALDA ESQ DIAZ DE LA FUENTE,1,10F,10,1359,1368,3452,1-10F,,Capital,MATIENZO,Córdoba,,,
ESC MIGUEL A ZABALA ORTIZ,DIAZ DE LA FUENTE 3101,1,10F,7,1389,1395,2414,1-10F,,Capital,MATIENZO,Córdoba,,,
ESC REPUBLICA ARGENTINA,VARELA ORTIZ 2112,1,10F,7,1382,1388,2412,1-10F,,Capital,MATIENZO,Córdoba,,,
E.N.E.T. N° 4 COPERNICO,MARIANO MORENO 551,1,10G,26,1396,1421,8986,1-10G,,Capital,OBSERVATORIO,Córdoba,,,
COL  NUESTRA SEÑORA DE NIEVA,AYACUCHO 442,1,10G,18,1431,1448,6223,1-10G,,Capital,OBSERVATORIO,Córdoba,,,
EE UU DE NORTEAMERICA,LA PAMPA 550,1,10G,9,1422,1430,3111,1-10G,,Capital,OBSERVATORIO,Córdoba,,,
ESC ADOLFO SALDIAS,BOLIVAR 896,1,10G,8,1449,1456,2758,1-10G,,Capital,OBSERVATORIO,Córdoba,,,
ESC R ESCALADA DE SAN MARTIN,ESPORA 2283,1,10H,13,1467,1479,4444,1-10H,,Capital,PARQUE CAPITAL,Córdoba,,,
ESC GDOR EMILIO OLMOS,AV FUERZA AEREA 2229,1,10H,10,1457,1466,3423,1-10H,,Capital,PARQUE CAPITAL,Córdoba,,,
ESC MUNIC DR A DEL CASTILLO,OCTAVIANO NAVARRO 2575,1,10H,7,1480,1486,2393,1-10H,,Capital,PARQUE CAPITAL,Córdoba,,,
IPEM 154 MARTIN M DE GUEMES,O NAVARRO 2751,1,10H,6,1487,1492,2050,1-10H,,Capital,PARQUE CAPITAL,Córdoba,,,
IPEM 357 (SEC ELPIDIO TORRES),CALLE PUBLICA S/N,1,10I,13,1511,1523,4419,1-10I,,Capital,PARQUE HORIZONTE,Córdoba,,,
PRIMARIA ELPIDIO TORRES,CALLE PUBLICA S/N,1,10I,12,1493,1504,4085,1-10I,,Capital,PARQUE HORIZONTE,Córdoba,,,
INST. SAN JOSE ARTESANO,HUILICHES 1021,1,10I,6,1505,1510,2041,1-10I,,Capital,PARQUE HORIZONTE,Córdoba,,,
ESCUELA DON ORIONE,J.B.COTTOLENGO 1955,1,10J,12,1535,1546,4160,1-10J,,Capital,SANTA ISABEL,Córdoba,,,
ESC BANDERA ARGENTINA,CASADO 2118,1,10J,11,1524,1534,3812,1-10J,,Capital,SANTA ISABEL,Córdoba,,,
ESC MUNIC FERNANDEZ ORDOÑEZ,CASA BLANCA ESQ ISLA VERDE 2DA SECC,1,10J,7,1547,1553,2424,1-10J,,Capital,SANTA ISABEL,Córdoba,,,
ESC.OSVALDO JORGE LEON,COLORADO ESQ CATAMARCA,1,10J,6,1554,1559,2076,1-10J,,Capital,SANTA ISABEL,Córdoba,,,
ESC BENITO SORIA,BARBADOS Y HAITI 3200,1,10K,12,1560,1571,3963,1-10K,,Capital,VICOR,Córdoba,,,
COLEGIO PRIVADO SAN ISIDRO,ARMADA ARGENTINA 3648,1,10K,5,1572,1576,1652,1-10K,,Capital,VICOR,Córdoba,,,
ESC PTE DR ARTURO U ILLIA,TOTORAL Y ARICA,1,10L,11,1609,1619,3833,1-10L,,Capital,VILLA EL LIBERTADOR,Córdoba,,,
ESC MARTA JUANA GONZALEZ,DEFENSA Y CACHEUTA 1091,1,10L,10,1591,1600,3490,1-10L,,Capital,VILLA EL LIBERTADOR,Córdoba,,,
IPEM 123BLANCA ETCHEMENDI,IBARRA ESQUINA COSQUIN,1,10L,10,1639,1648,3478,1-10L,,Capital,VILLA EL LIBERTADOR,Córdoba,,,
ESC VICENTE FORESTIERI,RIO NEGRO 5800,1,10L,9,1630,1638,3134,1-10L,,Capital,VILLA EL LIBERTADOR,Córdoba,,,
ESC MUNIC ALICIA MOREAU DE JUS,PILCOMAYO Y DEFENSA ESQ C IBARRA,1,10L,8,1601,1608,2788,1-10L,,Capital,VILLA EL LIBERTADOR,Córdoba,,,
ESC PROV DE SGO DEL ESTERO,PABLO DE MAURO 558,1,10L,8,1583,1590,2784,1-10L,,Capital,VILLA EL LIBERTADOR,Córdoba,,,
IPEM 360-PROF E TOLEDO,"DEFENSA Y CACHEUTA,",1,10L,6,1577,1582,2092,1-10L,,Capital,VILLA EL LIBERTADOR,Córdoba,,,
COL SAN JOSE OBRERO,ARANI Y PJE. 17,1,10L,6,1620,1625,2090,1-10L,,Capital,VILLA EL LIBERTADOR,Córdoba,,,
J DE INF DR ARTURO U ILLIA,ARICA Y TOTORAL,1,10L,4,1626,1629,1397,1-10L,,Capital,VILLA EL LIBERTADOR,Córdoba,,,
ESC PATRICIAS MENDOCINAS,IBARRA ESQ FORESTIERI,1,10L,4,1649,1652,1389,1-10L,,Capital,VILLA EL LIBERTADOR,Córdoba,,,
ESC PRIMARIA GRACIELA DEL RIO,PUBLICA  S/N,1,10M,6,1653,1658,1994,1-10M,,Capital,AMPLIACION CABILDO,Córdoba,,,
ESC JOSE MARIA PAZ,AV COLON 2772,1,11A,15,1722,1736,5152,1-11A,,Capital,ALTO ALBERDI,Córdoba,,,
ESC PQUIAL SAN JOSE,VELEZ 252,1,11A,12,1673,1684,4127,1-11A,,Capital,ALTO ALBERDI,Córdoba,,,
ESC SAN JOSE,CASEROS 3055,1,11A,11,1702,1712,3772,1-11A,,Capital,ALTO ALBERDI,Córdoba,,,
ESC SUP DE COMERCIO H VIEYTES,CASEROS Y VIEYTES 185,1,11A,10,1685,1694,3439,1-11A,,Capital,ALTO ALBERDI,Córdoba,,,
ESC SAN LUIS GONZAGA,SANTA ROSA 2035,1,11A,9,1713,1721,3092,1-11A,,Capital,ALTO ALBERDI,Córdoba,,,
ESC BLAS PARERA,MONS DE ANDREA 1044,1,11A,7,1695,1701,2397,1-11A,,Capital,ALTO ALBERDI,Córdoba,,,
ESC MOYANO COUDERT,DUARTE QUIROS 3947,1,11A,4,1737,1740,1371,1-11A,,Capital,ALTO ALBERDI,Córdoba,,,
ESC ANTARTIDA ARGENTINA,CAMINO A LA CALERA S/N KM 6,1,11B,11,1750,1760,3707,1-11B,,Capital,DON BOSCO,Córdoba,,,
INSTITUTO TECNICO DON BOSCO,J VESPIGNANI 251,1,11B,9,1741,1749,3040,1-11B,,Capital,DON BOSCO,Córdoba,,,
ESC MANUEL E PIZARRO,DUARTE QUIROS 4325,1,11C,15,1773,1787,5150,1-11C,,Capital,LAS PALMAS,Córdoba,,,
ESC GRAL SAN MARTIN,AV COLON 4751,1,11C,12,1761,1772,4132,1-11C,,Capital,LAS PALMAS,Córdoba,,,
ESC MUNIC JUSTO PAEZ MOLINA,QUEBRACHO HERRADO Y YAVI,1,11C,7,1788,1794,2400,1-11C,,Capital,LAS PALMAS,Córdoba,,,
IPEM MARCELA B. MOYANO COUDERT,DUARTE QUIROS 3947,1,11C,7,1795,1801,2400,1-11C,,Capital,LAS PALMAS,Córdoba,,,
INST JESUS MARIA,VIEYTES SUD 1635,1,11D,18,1802,1819,6176,1-11D,,Capital,LOS NARANJOS,Córdoba,,,
ESC REPUBLICA DEL PERU,GOYENA Y GOMEZ CARRILLO,1,11D,12,1820,1831,4109,1-11D,,Capital,LOS NARANJOS,Córdoba,,,
ESC  SANTISIMA TRINIDAD,BLAMEY LAFORE  - 1248,1,11D,7,1832,1838,2391,1-11D,,Capital,LOS NARANJOS,Córdoba,,,
ESC B DE MONTEAGUDO,SAN LUIS  - 3450,1,11E,12,1839,1850,4170,1-11E,,Capital,LOS PLATANOS,Córdoba,,,
ESC JOSE MARMOL,AV LOS PLATANOS 1346,1,11E,11,1851,1861,3832,1-11E,,Capital,LOS PLATANOS,Córdoba,,,
ESC PADRE T GAMBINO,ISEAS 1550,1,11E,10,1869,1878,3476,1-11E,,Capital,LOS PLATANOS,Córdoba,,,
ESC A CAPDEVILA,ALBERTO WILLIAMS ESQ.LOS PLATANOS,1,11E,7,1862,1868,2436,1-11E,,Capital,LOS PLATANOS,Córdoba,,,
ESC.MUNIC.DR.CARLOS BECERRA,GAONA 1283,1,11E,6,1879,1884,2083,1-11E,,Capital,LOS PLATANOS,Córdoba,,,
IPEM 205 HUGO PALLADINO,27 DE ABRIL 5300,1,11F,12,1885,1896,4037,1-11F,,Capital,LOS ROBLES,Córdoba,,,
ESC BATERIA LIBERTAD,POTRERILLO Y VENTA Y MEDIA,1,11F,9,1901,1909,3023,1-11F,,Capital,LOS ROBLES,Córdoba,,,
COL SAN BUENAVENTURA,AV DON BOSCO 5001,1,11F,4,1897,1900,1347,1-11F,,Capital,LOS ROBLES,Córdoba,,,
ESC PEREZ BULNES,J DE BARRIENTOS ESQ FORMOSA,1,11G,11,1918,1928,3821,1-11G,,Capital,PARQUE REPUBLICA,Córdoba,,,
ESC ATILIO ARGÜELLO,LLANQUELEN 5100,1,11G,10,1929,1938,3470,1-11G,,Capital,PARQUE REPUBLICA,Córdoba,,,
ESC PRIMER TTE AVILA,QUINCHAN 1070,1,11G,8,1910,1917,2792,1-11G,,Capital,PARQUE REPUBLICA,Córdoba,,,
JORGE LUIS BORGES (IPEM 41),ALTO ALEGRE/NAMUNCURA 1071,1,11G,6,1941,1946,2080,1-11G,,Capital,PARQUE REPUBLICA,Córdoba,,,
CURACA LINO ACEVEDO,PUBLICA ESQ DOCENTES ARGENTINOS,1,11G,3,1947,1949,1041,1-11G,,Capital,PARQUE REPUBLICA,Córdoba,,,
JARDIN TTE. AVILA,ALTO ALEGRE 1079,1,11G,2,1939,1940,694,1-11G,,Capital,PARQUE REPUBLICA,Córdoba,,,
ESC GABRIELA MISTRAL,27 DE ABRIL 5650,1,11H,10,1950,1959,3361,1-11H,,Capital,QUEBRADA LAS ROSAS,Córdoba,,,
ESC REPUBLICA DE VENEZUELA,BOYERO  - 517,1,11H,10,1960,1969,3358,1-11H,,Capital,QUEBRADA LAS ROSAS,Córdoba,,,
ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,1,11I,11,1970,1980,3811,1-11I,,Capital,RESIDENCIAL SAN ROQUE,Córdoba,,,
ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,1,11I,10,1981,1990,3455,1-11I,,Capital,RESIDENCIAL SAN ROQUE,Córdoba,,,
ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,1,11I,10,1993,2002,3439,1-11I,,Capital,RESIDENCIAL SAN ROQUE,Córdoba,,,
IPEM 321 BRIG JUAN M DE ROSAS,CAMILOTTI ESQ SANTIBAÑEZ 4300,1,11I,7,2009,2015,2417,1-11I,,Capital,RESIDENCIAL SAN ROQUE,Córdoba,,,
IPEM 129 HEROES DE MALVINAS,AV PETTIROSSI ESQ NOBILE 1050,1,11I,6,2003,2008,2069,1-11I,,Capital,RESIDENCIAL SAN ROQUE,Córdoba,,,
J DE INF MAURO FERNANDEZ,GONZALEZ ALBARRACIN Y R ARIAS RSR,1,11I,2,1991,1992,686,1-11I,,Capital,RESIDENCIAL SAN ROQUE,Córdoba,,,
ESC ROMA,ECHEVERRIA 370,1,11J,17,2016,2032,5865,1-11J,,Capital,SANTA ANA,Córdoba,,,
ESC LUTERANO CONCORDIA,SANTA ANA 2011,1,11J,16,2033,2048,5529,1-11J,,Capital,SANTA ANA,Córdoba,,,
COLEGIO SAN JOSE,SOL DE MAYO 726,1,11J,12,2049,2060,4155,1-11J,,Capital,SANTA ANA,Córdoba,,,
ESC GENERAL MOSCONI,ROBIN FERREYRA 2324,1,11J,5,2061,2065,1725,1-11J,,Capital,SANTA ANA,Córdoba,,,
ESC EJERCITO ARGENTINO,LA RIOJA  - 3453,1,11K,8,2066,2073,2726,1-11K,,Capital,VILLA GRAL URQUIZA,Córdoba,,,
ESC MUNIC JUAN B JUSTO,INT RAMON B MESTRE       S/N,1,11K,7,2081,2087,2395,1-11K,,Capital,VILLA GRAL URQUIZA,Córdoba,,,
ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS,1,11K,7,2074,2080,2390,1-11K,,Capital,VILLA GRAL URQUIZA,Córdoba,,,
COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO,1,11K,7,2088,2094,2382,1-11K,,Capital,VILLA GRAL URQUIZA,Córdoba,,,
IPEM 318 COMBATE DE LA TABLADA,LA TABLADA 4861,1,11K,4,2095,2098,1365,1-11K,,Capital,VILLA GRAL URQUIZA,Córdoba,,,
INST.MARIA DE NAZARET,LOS ALAMOS 1111,1,11L,9,2099,2107,2812,1-11L,,Capital,COUNTRYS DEL OESTE,Córdoba,,,
ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO 3590,1,11M,8,2108,2115,2766,1-11M,,Capital,VALLE ESCONDIDO,Córdoba,,,
INSTITUTO VILLADA,AV REPUBLICA DE CHINA S/N,1,11M,7,2116,2122,2419,1-11M,,Capital,VALLE ESCONDIDO,Córdoba,,,
ESC.PROF.M.LUCIANI,11 DE SEPTIEMBRE ESQ. CALLE 2 4451,1,12A,9,2150,2158,3062,1-12A,,Capital,CARCANO,Córdoba,,,
ESC.MA.DEL TRANSITO CABANILLAS,PASCUAL RUIZ HUIDOBRO ESQ SAN ANDRES 5527,1,12A,8,2159,2166,2724,1-12A,,Capital,CARCANO,Córdoba,,,
INST NTRA SRA DEL SGDO CORAZON,REVOLUCION DE MAYO 1476,1,12B,17,2180,2196,5840,1-12B,,Capital,COLON,Córdoba,,,
ESC RUBEN DARIO,LA CORUÑA Y MONSERRAT 1416,1,12B,13,2167,2179,4490,1-12B,,Capital,COLON,Córdoba,,,
ESC HILARIO ASCASUBI,LUCIO V.MANSILLA ESQ. CADIZ,1,12B,10,2212,2221,3433,1-12B,,Capital,COLON,Córdoba,,,
INST MANUEL BELGRANO,LUIS BRAILE 2384,1,12B,8,2222,2229,2752,1-12B,,Capital,COLON,Córdoba,,,
ESC JUAN LARREA,LUIS BRAILE 2273,1,12B,8,2204,2211,2749,1-12B,,Capital,COLON,Córdoba,,,
ESC BARTOLOME HIDALGO,TEJEDOR 1958,1,12B,7,2197,2203,2402,1-12B,,Capital,COLON,Córdoba,,,
ESC DR LUIS A CAEIRO,ORTIZ Y HERRERA 1932,1,12B,2,2230,2231,683,1-12B,,Capital,COLON,Córdoba,,,
IPEM 124.ADELA ROSA DE LA VEGA,AV IDELFONSO MUÑECAS,1,12C,14,2232,2245,4593,1-12C,,Capital,CORONEL OLMEDO,Córdoba,,,
ESC PEDRO GOYENA,PJE GUASTONI 3472,1,12D,14,2256,2269,4819,1-12D,,Capital,JOSE IGNACIO DIAZ,Córdoba,,,
ESC MONSEÑOR M DE ANDREA,17 DE JULIO 3980,1,12D,10,2246,2255,3452,1-12D,,Capital,JOSE IGNACIO DIAZ,Córdoba,,,
ESC. MARIA EVA DUARTE,CALLE PUBLICA S/N (CNO 60 CUAD KM3),1,12D,9,2315,2323,3105,1-12D,,Capital,JOSE IGNACIO DIAZ,Córdoba,,,
CENTRO.ING.REGINO M.MADERS,CHIRINO DE POSADAS 5400,1,12D,8,2293,2300,2762,1-12D,,Capital,JOSE IGNACIO DIAZ,Córdoba,,,
POETA OSCAR GUIÑAZU ALVAREZ,ASTURIAS 3300,1,12D,8,2301,2308,2760,1-12D,,Capital,JOSE IGNACIO DIAZ,Córdoba,,,
ESC MUNIC DR ARTURO H ILLIA,CHIRINO DE POSADAS ESQ.MAGUNA 2755,1,12D,8,2278,2285,2756,1-12D,,Capital,JOSE IGNACIO DIAZ,Córdoba,,,
ESC MUNICIPAL DR A SABATTINI,DIEGO DE PACHECO 4900,1,12D,8,2270,2277,2754,1-12D,,Capital,JOSE IGNACIO DIAZ,Córdoba,,,
ESC MUNIC DOMINGO F SARMIENTO,ABARCA Y VELAZCO 5267,1,12D,7,2286,2292,2407,1-12D,,Capital,JOSE IGNACIO DIAZ,Córdoba,,,
IPEM N° 309 (FUENTEALBA),CALLE PUBLICA,1,12D,6,2309,2314,2068,1-12D,,Capital,JOSE IGNACIO DIAZ,Córdoba,,,
ESC LIBERTADOR GRAL S MARTIN,SGO MORALES 4400,1,12E,9,2329,2337,3016,1-12E,,Capital,FERREYRA,Córdoba,,,
ESC REPUBLICA DE COSTA RICA,RUTA 9 KM 8 1/2,1,12E,5,2324,2328,1671,1-12E,,Capital,FERREYRA,Córdoba,,,
J DE INF LIBERTADOR SAN MARTIN,SGO MORALES 4400,1,12E,1,2338,2338,336,1-12E,,Capital,FERREYRA,Córdoba,,,
ESC GRAL MANUEL BELGRANO,OLAEN Y AMBOY - 3230,1,12F,11,2355,2365,3810,1-12F,,Capital,JOSE HERNANDEZ,Córdoba,,,
IPEM 167 JOSE MANUEL ESTRADA,B. DE O'HIGGINS 2632,1,12F,10,2381,2390,3466,1-12F,,Capital,JOSE HERNANDEZ,Córdoba,,,
ESC MUNIC E MOLINARI ROMERO,PAMPAYASTA Y RUMIPAL,1,12F,9,2339,2347,3115,1-12F,,Capital,JOSE HERNANDEZ,Córdoba,,,
ESC EJERCITO ARGENTINO,CASTAÑARES  - 470,1,12F,8,2366,2373,2767,1-12F,,Capital,JOSE HERNANDEZ,Córdoba,,,
COL.JOVENES ARGENTINOS,BOTAFOGO 3448,1,12F,7,2374,2380,2420,1-12F,,Capital,JOSE HERNANDEZ,Córdoba,,,
ESC MUNIC BRIG JUAN I DE S MAR,BRAGADO/TRENQUE LAUQUEN,1,12F,7,2348,2354,2418,1-12F,,Capital,JOSE HERNANDEZ,Córdoba,,,
ESCUELA ADVENTISTA HECTOR RHYS,TANINGA 3152,1,12F,6,2391,2396,2076,1-12F,,Capital,JOSE HERNANDEZ,Córdoba,,,
ESC EJERCITO ARGENTINO,STEPHENSON Y FULTON 6900,1,12G,15,2404,2418,5186,1-12G,,Capital,ITUZAINGO,Córdoba,,,
ESC PRIMARIA CARLOS M DE ALVEA,VUCETICH 6410,1,12G,7,2397,2403,2417,1-12G,,Capital,ITUZAINGO,Córdoba,,,
ESC SECUNDARIA CARLOS M DE ALV,FARADAY 5721,1,12G,6,2419,2424,2074,1-12G,,Capital,ITUZAINGO,Córdoba,,,
ESC DR IGNACIO DUARTE QUIROS,FARADAY 5168,1,12G,4,2425,2428,1376,1-12G,,Capital,ITUZAINGO,Córdoba,,,
ESC RAUL A FERREYRA,PUBLICA S/N -ALTURA AV O'HIGGINS 3500,1,12H,9,2438,2446,3057,1-12H,,Capital,LOS CERVECEROS,Córdoba,,,
ESC MADRE TERESA DE CALCUTA,PALAMARA 2900,1,12H,9,2429,2437,3055,1-12H,,Capital,LOS CERVECEROS,Córdoba,,,
ESC JOSE M ESTRADA,AV B DE O'HIGGINS KM 8 1/2,1,12H,7,2447,2453,2382,1-12H,,Capital,LOS CERVECEROS,Córdoba,,,
ESC.DR.NICOLAS AVELLANEDA,CNO.S.CARLOS KM. 4 1/2,1,12H,6,2457,2462,2035,1-12H,,Capital,LOS CERVECEROS,Córdoba,,,
J DE INF RAUL A.FERREYRA,B DE O'HIGGINS 3500,1,12H,3,2454,2456,1021,1-12H,,Capital,LOS CERVECEROS,Córdoba,,,
ESC. PRIMARIA MARIA SALEME,RUTA 9 KM 690,1,12I,8,2463,2470,2574,1-12I,,Capital,CIUDAD DE MIS SUEÑOS,Córdoba,,,
ESC P ALBARRACIN DE SARMIENTO,NERUDA Y ACAMPES,1,13A,12,2529,2540,4158,1-13A,,Capital,AYACUCHO,Córdoba,,,
ESC R SANCHEZ DE CALDELARI,ALVAREZ DE LAS CASAS 280,1,13A,11,2518,2528,3814,1-13A,,Capital,AYACUCHO,Córdoba,,,
