mesa,url_gob,id_ubicacion,id_publicacion,cant_mesas_procesadas,hora_proceso,clase_ubicacion,cant_votantes,cant_votos_positivos,porcentaje_mesas_procesadas,descripcion_ubicacion,Partido Unión Ciudadana,Vecinalismo Independiente,Movimiento Avanzada Socialista,MST - Nueva Izquierda,Córdoba Cambia,Frente de Izquierda y de los Trabajadores,Hacemos por Córdoba,Unión Cívica Radical,Unite por la Libertad y la Dignidad,Encuentro Vecinal Córdoba,Política Abierta para la Integridad Social (P.A.I.S.),Movimiento de Acción Vecinal,Movimiento Libres del Sur,Voto en BLANCO,Votos IMPUGNADOS,Votos NULOS,Votos RECURRIDOS,cargo,porcentaje_participacion,cant_votos_negativos
2100,https://datosoficiales.com.ar/resultados/CO/1/112/293/2100/INT.json,CO.1.112.293.2100,52,1,2019-05-12 22:55:02,Mesa,249,243,100.0,2100,5,1,0,0,78,2,60,58,0,23,0,0,4,12,0,6,0,INT,79.5527,6
2101,https://datosoficiales.com.ar/resultados/CO/1/112/293/2101/INT.json,CO.1.112.293.2101,54,1,2019-05-12 23:05:01,Mesa,240,235,100.0,2101,4,2,0,2,81,3,43,83,1,9,0,1,1,5,0,5,0,INT,76.923,5
2102,https://datosoficiales.com.ar/resultados/CO/1/112/293/2102/INT.json,CO.1.112.293.2102,52,1,2019-05-12 22:55:02,Mesa,254,247,100.0,2102,2,1,0,1,82,1,47,78,0,16,0,0,6,13,0,7,0,INT,81.4102,7
2103,https://datosoficiales.com.ar/resultados/CO/1/112/293/2103/INT.json,CO.1.112.293.2103,60,1,2019-05-12 23:35:01,Mesa,241,236,100.0,2103,3,3,0,1,62,1,62,74,1,18,0,0,6,5,0,3,2,INT,76.9968,5
2104,https://datosoficiales.com.ar/resultados/CO/1/112/293/2104/INT.json,CO.1.112.293.2104,53,1,2019-05-12 23:00:01,Mesa,249,241,100.0,2104,5,3,1,0,88,0,54,56,1,10,0,0,11,12,0,8,0,INT,79.8076,8
2105,https://datosoficiales.com.ar/resultados/CO/1/112/293/2105/INT.json,CO.1.112.293.2105,44,1,2019-05-12 22:15:01,Mesa,257,248,100.0,2105,7,2,0,2,73,2,59,63,0,21,0,0,4,15,1,8,0,INT,82.1086,9
2106,https://datosoficiales.com.ar/resultados/CO/1/112/293/2106/INT.json,CO.1.112.293.2106,58,1,2019-05-12 23:25:01,Mesa,251,242,100.0,2106,0,5,2,4,61,6,48,84,0,16,0,0,4,12,0,4,5,INT,80.4487,9
2107,https://datosoficiales.com.ar/resultados/CO/1/112/293/2107/INT.json,CO.1.112.293.2107,43,1,2019-05-12 22:10:01,Mesa,241,234,100.0,2107,2,2,0,1,83,3,55,56,0,17,0,0,3,12,0,7,0,INT,77.4919,7
2109,https://datosoficiales.com.ar/resultados/CO/1/112/294/2109/INT.json,CO.1.112.294.2109,69,1,2019-05-13 00:20:01,Mesa,276,262,100.0,2109,2,7,1,3,58,6,84,51,0,9,0,0,14,27,2,2,10,INT,79.7687,14
2110,https://datosoficiales.com.ar/resultados/CO/1/112/294/2110/INT.json,CO.1.112.294.2110,96,1,2019-05-13 02:35:01,Mesa,293,280,100.0,2110,3,4,0,2,78,2,86,62,0,22,1,0,11,9,0,10,3,INT,84.682,13
2111,https://datosoficiales.com.ar/resultados/CO/1/112/294/2111/INT.json,CO.1.112.294.2111,61,1,2019-05-12 23:40:01,Mesa,303,289,100.0,2111,0,5,0,2,69,8,95,76,1,17,1,0,5,10,2,7,5,INT,87.5722,14
2112,https://datosoficiales.com.ar/resultados/CO/1/112/294/2112/INT.json,CO.1.112.294.2112,93,1,2019-05-13 02:20:01,Mesa,293,284,100.0,2112,5,3,0,3,59,10,76,76,0,27,0,0,13,12,0,9,0,INT,84.9275,9
2113,https://datosoficiales.com.ar/resultados/CO/1/112/294/2113/INT.json,CO.1.112.294.2113,96,1,2019-05-13 02:35:01,Mesa,313,295,100.0,2113,2,4,0,3,76,5,94,66,1,21,1,2,10,10,1,15,2,INT,90.9883,18
2114,https://datosoficiales.com.ar/resultados/CO/1/112/294/2114/INT.json,CO.1.112.294.2114,62,1,2019-05-12 23:45:01,Mesa,286,281,100.0,2114,6,1,0,0,70,8,83,78,1,14,0,0,8,12,0,0,5,INT,82.6589,5
2115,https://datosoficiales.com.ar/resultados/CO/1/112/294/2115/INT.json,CO.1.112.294.2115,60,1,2019-05-12 23:35:01,Mesa,291,287,100.0,2115,5,3,0,3,60,16,70,91,0,21,0,0,8,10,0,4,0,INT,84.104,4
2116,https://datosoficiales.com.ar/resultados/CO/1/112/295/2116/INT.json,CO.1.112.295.2116,43,1,2019-05-12 22:10:01,Mesa,297,292,100.0,2116,2,4,0,2,75,2,98,73,0,19,0,0,9,8,0,5,0,INT,85.8381,5
2117,https://datosoficiales.com.ar/resultados/CO/1/112/295/2117/INT.json,CO.1.112.295.2117,54,1,2019-05-12 23:05:01,Mesa,284,282,100.0,2117,6,4,0,3,74,9,81,91,0,9,0,2,0,3,0,2,0,INT,82.0809,2
2118,https://datosoficiales.com.ar/resultados/CO/1/112/295/2118/INT.json,CO.1.112.295.2118,46,1,2019-05-12 22:25:01,Mesa,290,288,100.0,2118,6,0,0,2,60,15,80,78,0,30,0,1,6,10,0,2,0,INT,83.815,2
2119,https://datosoficiales.com.ar/resultados/CO/1/112/295/2119/INT.json,CO.1.112.295.2119,51,1,2019-05-12 22:50:01,Mesa,302,295,100.0,2119,1,9,1,1,58,6,84,78,0,26,0,1,15,15,0,7,0,INT,87.2832,7
2120,https://datosoficiales.com.ar/resultados/CO/1/112/295/2120/INT.json,CO.1.112.295.2120,55,1,2019-05-12 23:10:01,Mesa,289,281,100.0,2120,2,1,0,0,57,12,98,74,0,15,2,0,9,11,0,8,0,INT,83.526,8
2121,https://datosoficiales.com.ar/resultados/CO/1/112/295/2121/INT.json,CO.1.112.295.2121,42,1,2019-05-12 22:05:01,Mesa,282,273,100.0,2121,3,5,0,0,56,0,103,71,0,18,0,0,0,17,0,6,3,INT,81.9767,9
2122,https://datosoficiales.com.ar/resultados/CO/1/112/295/2122/INT.json,CO.1.112.295.2122,54,1,2019-05-12 23:05:01,Mesa,286,281,100.0,2122,1,7,0,3,69,4,69,79,1,31,0,0,11,6,0,5,0,INT,82.8985,5
2463,https://datosoficiales.com.ar/resultados/CO/1/112/296/2463/INT.json,CO.1.112.296.2463,39,1,2019-05-12 21:50:01,Mesa,466,223,100.0,2463,0,0,0,0,26,4,115,18,2,3,1,2,9,43,233,10,0,INT,143.8271,243
2464,https://datosoficiales.com.ar/resultados/CO/1/112/296/2464/INT.json,CO.1.112.296.2464,49,1,2019-05-12 22:40:01,Mesa,229,225,100.0,2464,1,3,1,0,30,4,119,22,0,7,1,0,6,31,0,4,0,INT,70.8978,4
2465,https://datosoficiales.com.ar/resultados/CO/1/112/296/2465/INT.json,CO.1.112.296.2465,43,1,2019-05-12 22:10:01,Mesa,208,189,100.0,2465,0,1,1,2,29,1,116,17,1,4,0,4,10,3,0,4,15,INT,64.7975,19
2466,https://datosoficiales.com.ar/resultados/CO/1/112/296/2466/INT.json,CO.1.112.296.2466,29,1,2019-05-12 21:00:01,Mesa,214,204,100.0,2466,0,1,2,0,32,4,122,27,0,10,0,0,0,6,0,5,5,INT,66.2538,10
2467,https://datosoficiales.com.ar/resultados/CO/1/112/296/2467/INT.json,CO.1.112.296.2467,36,1,2019-05-12 21:35:02,Mesa,239,227,100.0,2467,0,0,1,1,23,3,120,18,2,6,0,2,10,41,0,11,1,INT,75.1572,12
2468,https://datosoficiales.com.ar/resultados/CO/1/112/296/2468/INT.json,CO.1.112.296.2468,30,1,2019-05-12 21:05:02,Mesa,200,200,100.0,2468,0,2,1,1,26,3,121,27,1,7,3,0,8,0,0,0,0,INT,61.9195,0
2469,https://datosoficiales.com.ar/resultados/CO/1/112/296/2469/INT.json,CO.1.112.296.2469,25,1,2019-05-12 20:40:01,Mesa,193,193,100.0,2469,2,0,0,2,29,5,127,16,0,6,1,0,5,0,0,0,0,INT,60.1246,0
2470,https://datosoficiales.com.ar/resultados/CO/1/112/296/2470/INT.json,CO.1.112.296.2470,34,1,2019-05-12 21:25:01,Mesa,182,182,100.0,2470,0,2,0,3,25,1,123,18,0,9,0,1,0,0,0,0,0,INT,56.6978,0
2869,https://datosoficiales.com.ar/resultados/CO/1/112/297/2869/INT.json,CO.1.112.297.2869,36,1,2019-05-12 21:35:02,Mesa,210,207,100.0,2869,0,1,0,1,13,4,117,10,0,6,0,0,8,47,0,3,0,INT,74.733,3
2870,https://datosoficiales.com.ar/resultados/CO/1/112/297/2870/INT.json,CO.1.112.297.2870,35,1,2019-05-12 21:30:01,Mesa,292,281,100.0,2870,0,0,0,2,90,2,136,10,3,2,0,3,3,30,0,11,0,INT,103.9145,11
2871,https://datosoficiales.com.ar/resultados/CO/1/112/297/2871/INT.json,CO.1.112.297.2871,40,1,2019-05-12 21:55:01,Mesa,210,204,100.0,2871,0,1,0,1,16,2,117,9,0,17,1,0,1,39,0,6,0,INT,75.0,6
2872,https://datosoficiales.com.ar/resultados/CO/1/112/297/2872/INT.json,CO.1.112.297.2872,26,1,2019-05-12 20:45:01,Mesa,205,199,100.0,2872,0,1,0,2,10,4,125,10,0,7,0,0,4,36,0,6,0,INT,72.695,6
2873,https://datosoficiales.com.ar/resultados/CO/1/112/297/2873/INT.json,CO.1.112.297.2873,36,1,2019-05-12 21:35:02,Mesa,196,189,100.0,2873,0,1,0,1,11,8,103,9,0,11,0,0,4,41,0,7,0,INT,69.5035,7
1101,https://datosoficiales.com.ar/resultados/CO/1/112/298/1101/INT.json,CO.1.112.298.1101,38,1,2019-05-12 21:45:01,Mesa,260,250,100.0,1101,1,2,0,5,73,10,74,54,1,11,1,0,0,18,0,4,6,INT,75.8017,10
1102,https://datosoficiales.com.ar/resultados/CO/1/112/298/1102/INT.json,CO.1.112.298.1102,61,1,2019-05-12 23:40:01,Mesa,265,256,100.0,1102,1,2,0,3,64,20,80,56,1,14,0,0,2,13,0,7,2,INT,77.7126,9
1103,https://datosoficiales.com.ar/resultados/CO/1/112/298/1103/INT.json,CO.1.112.298.1103,53,1,2019-05-12 23:00:01,Mesa,266,257,100.0,1103,3,2,0,1,72,11,76,52,1,14,0,1,11,13,0,9,0,INT,77.7777,9
1104,https://datosoficiales.com.ar/resultados/CO/1/112/298/1104/INT.json,CO.1.112.298.1104,47,1,2019-05-12 22:30:01,Mesa,275,267,100.0,1104,4,1,0,9,67,9,71,55,1,19,0,0,17,14,0,8,0,INT,80.8823,8
1105,https://datosoficiales.com.ar/resultados/CO/1/112/298/1105/INT.json,CO.1.112.298.1105,57,1,2019-05-12 23:20:01,Mesa,268,258,100.0,1105,0,0,0,10,55,9,76,73,1,4,0,0,11,19,0,7,3,INT,78.1341,10
1106,https://datosoficiales.com.ar/resultados/CO/1/112/298/1106/INT.json,CO.1.112.298.1106,39,1,2019-05-12 21:50:01,Mesa,259,250,100.0,1106,2,3,1,7,73,14,63,55,1,18,0,0,6,7,0,2,7,INT,75.953,9
1107,https://datosoficiales.com.ar/resultados/CO/1/112/298/1107/INT.json,CO.1.112.298.1107,55,1,2019-05-12 23:10:01,Mesa,276,265,100.0,1107,1,17,0,9,63,16,90,47,0,7,0,1,9,5,0,4,7,INT,81.1764,11
1108,https://datosoficiales.com.ar/resultados/CO/1/112/298/1108/INT.json,CO.1.112.298.1108,60,1,2019-05-12 23:35:01,Mesa,266,257,100.0,1108,0,3,0,13,71,19,52,58,1,11,0,0,11,18,0,7,2,INT,78.2352,9
1109,https://datosoficiales.com.ar/resultados/CO/1/112/298/1109/INT.json,CO.1.112.298.1109,41,1,2019-05-12 22:00:01,Mesa,259,245,100.0,1109,2,4,0,0,71,9,62,66,0,15,0,0,6,10,0,11,3,INT,76.4011,14
3186,https://datosoficiales.com.ar/resultados/CO/1/112/299/3186/INT.json,CO.1.112.299.3186,41,1,2019-05-12 22:00:01,Mesa,247,228,100.0,3186,0,0,4,3,32,7,102,32,0,9,0,0,12,27,0,19,0,INT,76.2345,19
3187,https://datosoficiales.com.ar/resultados/CO/1/112/299/3187/INT.json,CO.1.112.299.3187,52,1,2019-05-12 22:55:02,Mesa,235,215,100.0,3187,0,0,0,2,38,6,92,31,2,8,3,0,10,23,2,17,1,INT,72.9813,20
3188,https://datosoficiales.com.ar/resultados/CO/1/112/299/3188/INT.json,CO.1.112.299.3188,51,1,2019-05-12 22:50:01,Mesa,247,230,100.0,3188,1,1,1,3,38,5,113,27,0,6,0,2,6,27,0,17,0,INT,76.4705,17
3189,https://datosoficiales.com.ar/resultados/CO/1/112/299/3189/INT.json,CO.1.112.299.3189,49,1,2019-05-12 22:40:01,Mesa,246,227,100.0,3189,1,3,1,7,31,6,100,33,0,4,1,0,11,29,0,9,10,INT,76.3975,19
3190,https://datosoficiales.com.ar/resultados/CO/1/112/299/3190/INT.json,CO.1.112.299.3190,62,1,2019-05-12 23:45:01,Mesa,245,222,100.0,3190,0,1,1,0,45,1,88,28,0,5,0,1,15,37,0,23,0,INT,75.3846,23
3191,https://datosoficiales.com.ar/resultados/CO/1/112/299/3191/INT.json,CO.1.112.299.3191,61,1,2019-05-12 23:40:01,Mesa,243,224,100.0,3191,0,1,2,5,36,7,82,30,0,16,0,0,13,32,0,19,0,INT,75.0,19
20,https://datosoficiales.com.ar/resultados/CO/1/112/3/20/INT.json,CO.1.112.3.20,38,1,2019-05-12 21:45:01,Mesa,219,209,100.0,20,4,3,0,6,55,5,64,43,0,9,0,0,6,14,0,10,0,INT,63.4782,10
21,https://datosoficiales.com.ar/resultados/CO/1/112/3/21/INT.json,CO.1.112.3.21,59,1,2019-05-12 23:30:01,Mesa,233,228,100.0,21,3,2,1,7,49,12,69,43,0,12,0,1,5,24,0,5,0,INT,67.5362,5
22,https://datosoficiales.com.ar/resultados/CO/1/112/3/22/INT.json,CO.1.112.3.22,61,1,2019-05-12 23:40:01,Mesa,245,234,100.0,22,2,2,2,8,52,13,72,43,0,14,2,0,17,7,1,10,0,INT,71.8475,11
23,https://datosoficiales.com.ar/resultados/CO/1/112/3/23/INT.json,CO.1.112.3.23,43,1,2019-05-12 22:10:01,Mesa,206,191,100.0,23,3,2,1,3,54,10,63,37,0,13,0,1,0,4,9,6,0,INT,59.5375,15
24,https://datosoficiales.com.ar/resultados/CO/1/112/3/24/INT.json,CO.1.112.3.24,49,1,2019-05-12 22:40:01,Mesa,217,216,100.0,24,1,4,1,16,51,18,62,44,2,8,0,0,9,0,0,0,1,INT,63.2653,1
25,https://datosoficiales.com.ar/resultados/CO/1/112/3/25/INT.json,CO.1.112.3.25,58,1,2019-05-12 23:25:01,Mesa,209,201,100.0,25,2,2,3,7,41,8,70,36,1,4,1,0,11,15,0,8,0,INT,60.7558,8
26,https://datosoficiales.com.ar/resultados/CO/1/112/3/26/INT.json,CO.1.112.3.26,46,1,2019-05-12 22:25:01,Mesa,226,218,100.0,26,5,1,1,7,48,13,58,50,0,15,0,1,7,12,0,8,0,INT,65.8892,8
27,https://datosoficiales.com.ar/resultados/CO/1/112/3/27/INT.json,CO.1.112.3.27,45,1,2019-05-12 22:20:01,Mesa,228,219,100.0,27,1,3,2,6,48,16,60,40,1,16,1,1,14,10,0,9,0,INT,66.279,9
28,https://datosoficiales.com.ar/resultados/CO/1/112/3/28/INT.json,CO.1.112.3.28,54,1,2019-05-12 23:05:01,Mesa,207,199,100.0,28,4,1,0,2,43,15,68,48,1,9,0,0,5,3,0,8,0,INT,60.7038,8
29,https://datosoficiales.com.ar/resultados/CO/1/112/3/29/INT.json,CO.1.112.3.29,34,1,2019-05-12 21:25:01,Mesa,240,237,100.0,29,4,3,1,3,63,8,63,46,1,12,0,0,7,26,0,3,0,INT,69.7674,3
30,https://datosoficiales.com.ar/resultados/CO/1/112/3/30/INT.json,CO.1.112.3.30,36,1,2019-05-12 21:35:02,Mesa,203,196,100.0,30,1,3,0,4,39,12,58,39,0,16,0,2,9,13,0,7,0,INT,58.8405,7
31,https://datosoficiales.com.ar/resultados/CO/1/112/3/31/INT.json,CO.1.112.3.31,28,1,2019-05-12 20:55:01,Mesa,216,209,100.0,31,2,1,0,2,52,9,58,44,1,12,0,0,12,16,0,7,0,INT,63.1578,7
32,https://datosoficiales.com.ar/resultados/CO/1/112/3/32/INT.json,CO.1.112.3.32,51,1,2019-05-12 22:50:01,Mesa,206,202,100.0,32,2,2,0,6,41,13,50,56,0,14,0,0,2,16,0,4,0,INT,59.8837,4
33,https://datosoficiales.com.ar/resultados/CO/1/112/3/33/INT.json,CO.1.112.3.33,46,1,2019-05-12 22:25:01,Mesa,222,218,100.0,33,0,1,0,6,47,15,65,51,1,20,0,0,2,10,0,4,0,INT,64.723,4
34,https://datosoficiales.com.ar/resultados/CO/1/112/3/34/INT.json,CO.1.112.3.34,43,1,2019-05-12 22:10:01,Mesa,236,225,100.0,34,2,1,0,8,63,13,65,37,0,17,0,0,4,15,0,11,0,INT,68.8046,11
35,https://datosoficiales.com.ar/resultados/CO/1/112/3/35/INT.json,CO.1.112.3.35,34,1,2019-05-12 21:25:01,Mesa,201,199,100.0,35,1,2,7,1,39,5,71,44,1,11,0,3,0,14,0,2,0,INT,58.7719,2
36,https://datosoficiales.com.ar/resultados/CO/1/112/3/36/INT.json,CO.1.112.3.36,41,1,2019-05-12 22:00:01,Mesa,239,237,100.0,36,0,4,2,8,64,14,64,46,1,15,1,0,8,10,0,2,0,INT,70.0879,2
37,https://datosoficiales.com.ar/resultados/CO/1/112/3/37/INT.json,CO.1.112.3.37,54,1,2019-05-12 23:05:01,Mesa,212,203,100.0,37,0,1,1,4,49,11,54,44,1,24,0,1,3,10,0,6,3,INT,62.17,9
378,https://datosoficiales.com.ar/resultados/CO/1/112/30/378/INT.json,CO.1.112.30.378,71,1,2019-05-13 00:30:01,Mesa,236,229,100.0,378,1,5,4,5,51,11,78,37,0,12,1,0,15,9,0,4,3,INT,77.6315,7
380,https://datosoficiales.com.ar/resultados/CO/1/112/30/380/INT.json,CO.1.112.30.380,53,1,2019-05-12 23:00:01,Mesa,229,228,100.0,380,5,3,4,5,40,8,72,64,1,5,1,3,7,10,0,1,0,INT,75.3289,1
381,https://datosoficiales.com.ar/resultados/CO/1/112/30/381/INT.json,CO.1.112.30.381,53,1,2019-05-12 23:00:01,Mesa,258,247,100.0,381,2,6,2,3,56,8,87,49,0,9,0,0,12,13,0,11,0,INT,84.5901,11
382,https://datosoficiales.com.ar/resultados/CO/1/112/30/382/INT.json,CO.1.112.30.382,72,1,2019-05-13 00:35:01,Mesa,244,240,100.0,382,2,4,5,5,50,10,85,48,1,3,1,1,6,19,0,4,0,INT,80.0,4
383,https://datosoficiales.com.ar/resultados/CO/1/112/30/383/INT.json,CO.1.112.30.383,56,1,2019-05-12 23:15:01,Mesa,241,229,100.0,383,0,4,3,1,36,3,93,40,1,22,2,0,5,19,0,12,0,INT,79.0163,12
1247,https://datosoficiales.com.ar/resultados/CO/1/112/300/1247/INT.json,CO.1.112.300.1247,57,1,2019-05-12 23:20:01,Mesa,279,258,100.0,1247,1,5,1,2,53,10,103,38,0,9,0,1,5,30,0,17,4,INT,82.3008,21
1248,https://datosoficiales.com.ar/resultados/CO/1/112/300/1248/INT.json,CO.1.112.300.1248,60,1,2019-05-12 23:35:01,Mesa,264,239,100.0,1248,3,5,0,4,36,6,91,40,0,5,5,1,7,36,0,12,13,INT,77.8761,25
1249,https://datosoficiales.com.ar/resultados/CO/1/112/300/1249/INT.json,CO.1.112.300.1249,44,1,2019-05-12 22:15:01,Mesa,260,228,100.0,1249,2,5,0,2,39,12,111,31,0,12,0,0,10,4,18,4,10,INT,76.4705,32
1250,https://datosoficiales.com.ar/resultados/CO/1/112/300/1250/INT.json,CO.1.112.300.1250,60,1,2019-05-12 23:35:01,Mesa,237,230,100.0,1250,3,1,0,1,33,9,105,34,0,18,0,0,11,15,0,7,0,INT,69.9115,7
1251,https://datosoficiales.com.ar/resultados/CO/1/112/300/1251/INT.json,CO.1.112.300.1251,41,1,2019-05-12 22:00:01,Mesa,268,251,100.0,1251,0,0,0,2,45,10,117,33,3,4,0,0,15,22,0,17,0,INT,78.8235,17
1252,https://datosoficiales.com.ar/resultados/CO/1/112/300/1252/INT.json,CO.1.112.300.1252,50,1,2019-05-12 22:45:02,Mesa,266,246,100.0,1252,2,3,1,4,42,8,115,39,0,15,2,1,10,4,0,12,8,INT,78.0058,20
1316,https://datosoficiales.com.ar/resultados/CO/1/112/301/1316/INT.json,CO.1.112.301.1316,50,1,2019-05-12 22:45:02,Mesa,245,227,100.0,1316,0,3,0,4,29,4,92,59,1,9,0,1,8,17,0,13,5,INT,76.0869,18
1318,https://datosoficiales.com.ar/resultados/CO/1/112/301/1318/INT.json,CO.1.112.301.1318,47,1,2019-05-12 22:30:01,Mesa,234,222,100.0,1318,1,4,1,1,37,6,84,47,0,8,0,0,5,28,0,12,0,INT,72.0,12
1319,https://datosoficiales.com.ar/resultados/CO/1/112/301/1319/INT.json,CO.1.112.301.1319,37,1,2019-05-12 21:40:01,Mesa,242,225,100.0,1319,0,5,0,5,39,3,104,33,0,5,0,0,8,23,0,15,2,INT,74.6913,17
1993,https://datosoficiales.com.ar/resultados/CO/1/112/302/1993/INT.json,CO.1.112.302.1993,59,1,2019-05-12 23:30:01,Mesa,244,238,100.0,1993,0,3,0,2,41,1,115,24,4,4,0,1,4,39,0,3,3,INT,71.137,6
1994,https://datosoficiales.com.ar/resultados/CO/1/112/302/1994/INT.json,CO.1.112.302.1994,50,1,2019-05-12 22:45:02,Mesa,235,218,100.0,1994,0,2,0,2,32,1,119,20,0,9,0,0,2,31,0,6,11,INT,68.1159,17
1995,https://datosoficiales.com.ar/resultados/CO/1/112/302/1995/INT.json,CO.1.112.302.1995,46,1,2019-05-12 22:25:01,Mesa,236,224,100.0,1995,1,2,0,2,32,0,124,25,0,4,0,1,8,25,0,12,0,INT,68.6046,12
1996,https://datosoficiales.com.ar/resultados/CO/1/112/302/1996/INT.json,CO.1.112.302.1996,93,1,2019-05-13 02:20:01,Mesa,226,218,100.0,1996,0,0,1,2,42,1,114,20,0,13,0,0,10,15,0,0,8,INT,65.6976,8
1997,https://datosoficiales.com.ar/resultados/CO/1/112/302/1997/INT.json,CO.1.112.302.1997,83,1,2019-05-13 01:30:01,Mesa,228,214,100.0,1997,3,3,0,3,44,4,98,20,1,4,0,1,6,27,0,6,8,INT,66.4723,14
1998,https://datosoficiales.com.ar/resultados/CO/1/112/302/1998/INT.json,CO.1.112.302.1998,46,1,2019-05-12 22:25:01,Mesa,244,234,100.0,1998,2,3,0,2,51,1,118,27,0,7,0,1,2,20,0,7,3,INT,70.9302,10
1999,https://datosoficiales.com.ar/resultados/CO/1/112/302/1999/INT.json,CO.1.112.302.1999,55,1,2019-05-12 23:10:01,Mesa,412,360,100.0,1999,0,1,1,1,44,1,99,22,0,6,0,1,0,184,0,10,42,INT,120.8211,52
2000,https://datosoficiales.com.ar/resultados/CO/1/112/302/2000/INT.json,CO.1.112.302.2000,64,1,2019-05-12 23:55:01,Mesa,229,217,100.0,2000,0,0,2,1,35,3,110,12,1,16,1,1,10,25,0,10,2,INT,66.1849,12
2001,https://datosoficiales.com.ar/resultados/CO/1/112/302/2001/INT.json,CO.1.112.302.2001,55,1,2019-05-12 23:10:01,Mesa,232,217,100.0,2001,1,0,0,1,44,5,101,34,1,7,1,0,1,21,0,15,0,INT,67.6384,15
2002,https://datosoficiales.com.ar/resultados/CO/1/112/302/2002/INT.json,CO.1.112.302.2002,60,1,2019-05-12 23:35:01,Mesa,248,219,100.0,2002,0,1,2,3,33,6,91,30,0,13,0,1,7,32,0,18,11,INT,71.6763,29
3060,https://datosoficiales.com.ar/resultados/CO/1/112/303/3060/INT.json,CO.1.112.303.3060,46,1,2019-05-12 22:25:01,Mesa,255,236,100.0,3060,1,2,0,9,39,8,92,44,0,9,0,1,6,25,0,19,0,INT,75.2212,19
3061,https://datosoficiales.com.ar/resultados/CO/1/112/303/3061/INT.json,CO.1.112.303.3061,53,1,2019-05-12 23:00:01,Mesa,88,88,100.0,3061,2,3,0,1,18,0,8,21,0,0,0,0,10,25,0,0,0,INT,26.0355,0
3062,https://datosoficiales.com.ar/resultados/CO/1/112/303/3062/INT.json,CO.1.112.303.3062,59,1,2019-05-12 23:30:01,Mesa,261,247,100.0,3062,3,5,1,6,46,8,102,36,1,7,1,0,7,24,0,12,2,INT,77.2189,14
3063,https://datosoficiales.com.ar/resultados/CO/1/112/303/3063/INT.json,CO.1.112.303.3063,44,1,2019-05-12 22:15:01,Mesa,264,249,100.0,3063,0,0,1,1,50,4,109,46,0,8,0,0,15,15,0,15,0,INT,77.8761,15
3064,https://datosoficiales.com.ar/resultados/CO/1/112/303/3064/INT.json,CO.1.112.303.3064,53,1,2019-05-12 23:00:01,Mesa,259,234,100.0,3064,0,2,2,2,46,9,86,45,1,9,1,1,9,21,0,20,5,INT,76.6272,25
3065,https://datosoficiales.com.ar/resultados/CO/1/112/303/3065/INT.json,CO.1.112.303.3065,56,1,2019-05-12 23:15:01,Mesa,251,229,100.0,3065,1,3,1,2,29,8,95,42,0,10,1,2,7,28,0,21,1,INT,74.9253,22
3066,https://datosoficiales.com.ar/resultados/CO/1/112/303/3066/INT.json,CO.1.112.303.3066,55,1,2019-05-12 23:10:01,Mesa,259,247,100.0,3066,1,4,1,3,47,7,90,44,1,12,0,1,6,30,0,12,0,INT,77.5449,12
3067,https://datosoficiales.com.ar/resultados/CO/1/112/303/3067/INT.json,CO.1.112.303.3067,31,1,2019-05-12 21:10:01,Mesa,232,206,100.0,3067,0,8,0,5,44,5,85,43,0,11,0,1,0,4,0,26,0,INT,68.639,26
3068,https://datosoficiales.com.ar/resultados/CO/1/112/303/3068/INT.json,CO.1.112.303.3068,43,1,2019-05-12 22:10:01,Mesa,233,222,100.0,3068,5,3,1,2,41,6,98,28,0,11,0,0,11,16,0,11,0,INT,69.1394,11
3069,https://datosoficiales.com.ar/resultados/CO/1/112/303/3069/INT.json,CO.1.112.303.3069,42,1,2019-05-12 22:05:01,Mesa,260,248,100.0,3069,0,0,1,4,35,6,114,43,0,8,4,1,8,24,0,12,0,INT,77.1513,12
179,https://datosoficiales.com.ar/resultados/CO/1/112/304/179/INT.json,CO.1.112.304.179,58,1,2019-05-12 23:25:01,Mesa,234,227,100.0,179,1,1,0,9,55,16,61,49,1,13,0,0,7,14,0,7,0,INT,67.63,7
180,https://datosoficiales.com.ar/resultados/CO/1/112/304/180/INT.json,CO.1.112.304.180,52,1,2019-05-12 22:55:02,Mesa,216,208,100.0,180,1,3,1,3,50,18,64,33,1,16,0,0,9,9,0,4,4,INT,62.6086,8
181,https://datosoficiales.com.ar/resultados/CO/1/112/304/181/INT.json,CO.1.112.304.181,58,1,2019-05-12 23:25:01,Mesa,223,217,100.0,181,1,5,1,4,51,11,62,43,0,15,0,0,11,13,0,1,5,INT,65.0145,6
182,https://datosoficiales.com.ar/resultados/CO/1/112/304/182/INT.json,CO.1.112.304.182,48,1,2019-05-12 22:35:01,Mesa,222,216,100.0,182,1,3,2,7,47,17,70,46,2,6,0,0,8,7,0,5,1,INT,64.1618,6
183,https://datosoficiales.com.ar/resultados/CO/1/112/304/183/INT.json,CO.1.112.304.183,54,1,2019-05-12 23:05:01,Mesa,227,218,100.0,183,3,5,0,7,55,9,53,51,0,15,0,0,10,10,0,6,3,INT,65.6069,9
184,https://datosoficiales.com.ar/resultados/CO/1/112/304/184/INT.json,CO.1.112.304.184,59,1,2019-05-12 23:30:01,Mesa,238,234,100.0,184,1,2,1,4,47,19,64,54,0,11,6,2,11,12,0,0,4,INT,68.5878,4
