mesa,url_gob,id_ubicacion,id_publicacion,cant_mesas_procesadas,hora_proceso,clase_ubicacion,cant_votantes,cant_votos_positivos,porcentaje_mesas_procesadas,descripcion_ubicacion,Partido Unión Ciudadana,Vecinalismo Independiente,Movimiento Avanzada Socialista,MST - Nueva Izquierda,Córdoba Cambia,Frente de Izquierda y de los Trabajadores,Hacemos por Córdoba,Unión Cívica Radical,Unite por la Libertad y la Dignidad,Encuentro Vecinal Córdoba,Política Abierta para la Integridad Social (P.A.I.S.),Movimiento de Acción Vecinal,Movimiento Libres del Sur,Voto en BLANCO,Votos IMPUGNADOS,Votos NULOS,Votos RECURRIDOS,cargo,porcentaje_participacion,cant_votos_negativos
3143,https://datosoficiales.com.ar/resultados/CO/1/112/280/3143/INT.json,CO.1.112.280.3143,68,1,2019-05-13 00:15:01,Mesa,253,244,100.0,3143,2,4,0,2,62,13,50,61,0,19,0,1,12,18,0,3,6,INT,75.0741,9
3144,https://datosoficiales.com.ar/resultados/CO/1/112/280/3144/INT.json,CO.1.112.280.3144,96,1,2019-05-13 02:35:01,Mesa,257,253,100.0,3144,0,0,4,5,61,18,72,57,1,11,0,0,10,14,0,4,0,INT,75.8112,4
3145,https://datosoficiales.com.ar/resultados/CO/1/112/280/3145/INT.json,CO.1.112.280.3145,56,1,2019-05-12 23:15:01,Mesa,266,244,100.0,3145,1,2,0,1,62,11,72,57,0,19,0,0,10,9,11,4,7,INT,78.9317,22
3146,https://datosoficiales.com.ar/resultados/CO/1/112/280/3146/INT.json,CO.1.112.280.3146,36,1,2019-05-12 21:35:02,Mesa,247,240,100.0,3146,2,4,1,2,77,4,58,58,0,14,0,0,9,11,0,7,0,INT,73.2937,7
3147,https://datosoficiales.com.ar/resultados/CO/1/112/280/3147/INT.json,CO.1.112.280.3147,48,1,2019-05-12 22:35:01,Mesa,262,248,100.0,3147,1,3,0,0,70,11,73,59,0,18,0,0,8,5,0,6,8,INT,77.5147,14
3148,https://datosoficiales.com.ar/resultados/CO/1/112/280/3148/INT.json,CO.1.112.280.3148,96,1,2019-05-13 02:35:01,Mesa,257,247,100.0,3148,2,3,0,4,69,6,70,47,0,19,0,2,13,12,0,10,0,INT,75.8112,10
3149,https://datosoficiales.com.ar/resultados/CO/1/112/280/3149/INT.json,CO.1.112.280.3149,47,1,2019-05-12 22:30:01,Mesa,246,239,100.0,3149,4,6,0,2,78,8,59,47,0,10,0,0,15,10,0,7,0,INT,72.997,7
3150,https://datosoficiales.com.ar/resultados/CO/1/112/281/3150/INT.json,CO.1.112.281.3150,61,1,2019-05-12 23:40:01,Mesa,227,221,100.0,3150,2,2,0,7,59,16,60,46,0,10,0,1,0,18,0,2,4,INT,66.9616,6
3151,https://datosoficiales.com.ar/resultados/CO/1/112/281/3151/INT.json,CO.1.112.281.3151,45,1,2019-05-12 22:20:01,Mesa,254,250,100.0,3151,6,4,0,1,55,10,51,60,0,17,1,0,15,30,0,4,0,INT,74.7058,4
3152,https://datosoficiales.com.ar/resultados/CO/1/112/281/3152/INT.json,CO.1.112.281.3152,56,1,2019-05-12 23:15:01,Mesa,248,242,100.0,3152,1,4,1,4,76,10,63,47,0,16,1,1,5,13,0,4,2,INT,72.9411,6
3153,https://datosoficiales.com.ar/resultados/CO/1/112/281/3153/INT.json,CO.1.112.281.3153,60,1,2019-05-12 23:35:01,Mesa,258,255,100.0,3153,3,7,0,6,85,7,60,60,0,9,1,0,8,9,0,3,0,INT,76.1061,3
3154,https://datosoficiales.com.ar/resultados/CO/1/112/281/3154/INT.json,CO.1.112.281.3154,50,1,2019-05-12 22:45:02,Mesa,251,239,100.0,3154,1,3,0,7,81,7,54,47,0,19,0,0,8,12,0,12,0,INT,74.0412,12
3155,https://datosoficiales.com.ar/resultados/CO/1/112/281/3155/INT.json,CO.1.112.281.3155,56,1,2019-05-12 23:15:01,Mesa,273,236,100.0,3155,5,2,1,0,68,7,52,61,0,17,0,2,7,14,13,13,11,INT,80.2941,37
3156,https://datosoficiales.com.ar/resultados/CO/1/112/281/3156/INT.json,CO.1.112.281.3156,44,1,2019-05-12 22:15:01,Mesa,258,237,100.0,3156,5,1,1,5,60,12,60,55,1,15,1,0,10,11,0,13,8,INT,76.1061,21
3157,https://datosoficiales.com.ar/resultados/CO/1/112/281/3157/INT.json,CO.1.112.281.3157,31,1,2019-05-12 21:10:01,Mesa,236,229,100.0,3157,0,0,1,1,17,3,8,41,0,7,2,0,7,142,0,7,0,INT,69.8224,7
3158,https://datosoficiales.com.ar/resultados/CO/1/112/281/3158/INT.json,CO.1.112.281.3158,50,1,2019-05-12 22:45:02,Mesa,249,228,100.0,3158,0,3,0,3,66,13,66,44,1,10,1,0,8,13,0,19,2,INT,73.4513,21
3159,https://datosoficiales.com.ar/resultados/CO/1/112/281/3159/INT.json,CO.1.112.281.3159,59,1,2019-05-12 23:30:01,Mesa,243,233,100.0,3159,3,7,1,8,62,0,64,43,0,18,0,0,5,22,0,10,0,INT,71.2609,10
3160,https://datosoficiales.com.ar/resultados/CO/1/112/281/3160/INT.json,CO.1.112.281.3160,59,1,2019-05-12 23:30:01,Mesa,250,241,100.0,3160,4,0,0,2,63,2,85,59,0,9,0,1,5,11,4,1,4,INT,74.4047,9
3161,https://datosoficiales.com.ar/resultados/CO/1/112/281/3161/INT.json,CO.1.112.281.3161,42,1,2019-05-12 22:05:01,Mesa,230,227,100.0,3161,1,3,0,6,62,9,47,49,0,18,0,0,14,18,0,3,0,INT,68.0473,3
3162,https://datosoficiales.com.ar/resultados/CO/1/112/282/3162/INT.json,CO.1.112.282.3162,73,1,2019-05-13 00:40:01,Mesa,255,252,100.0,3162,0,1,0,5,71,11,67,50,0,20,0,0,11,16,0,2,1,INT,75.6676,3
3163,https://datosoficiales.com.ar/resultados/CO/1/112/282/3163/INT.json,CO.1.112.282.3163,52,1,2019-05-12 22:55:02,Mesa,246,230,100.0,3163,1,2,0,0,68,7,54,60,1,18,0,0,9,10,0,14,2,INT,72.5663,16
3164,https://datosoficiales.com.ar/resultados/CO/1/112/282/3164/INT.json,CO.1.112.282.3164,62,1,2019-05-12 23:45:01,Mesa,256,247,100.0,3164,0,3,1,4,76,15,48,54,2,18,0,0,6,20,0,4,5,INT,75.5162,9
3165,https://datosoficiales.com.ar/resultados/CO/1/112/282/3165/INT.json,CO.1.112.282.3165,74,1,2019-05-13 00:45:01,Mesa,244,225,100.0,3165,5,3,0,4,66,8,57,42,0,17,1,0,10,12,0,17,2,INT,72.8358,19
3166,https://datosoficiales.com.ar/resultados/CO/1/112/282/3166/INT.json,CO.1.112.282.3166,42,1,2019-05-12 22:05:01,Mesa,257,251,100.0,3166,4,3,0,2,64,11,70,51,0,15,1,0,16,14,0,5,1,INT,75.8112,6
3167,https://datosoficiales.com.ar/resultados/CO/1/112/282/3167/INT.json,CO.1.112.282.3167,72,1,2019-05-13 00:35:01,Mesa,259,249,100.0,3167,5,10,1,2,66,17,59,41,0,20,0,1,16,11,0,8,2,INT,77.5449,10
3168,https://datosoficiales.com.ar/resultados/CO/1/112/282/3168/INT.json,CO.1.112.282.3168,60,1,2019-05-12 23:35:01,Mesa,263,258,100.0,3168,2,3,0,8,64,6,53,58,1,35,1,1,13,13,0,5,0,INT,77.8106,5
3169,https://datosoficiales.com.ar/resultados/CO/1/112/282/3169/INT.json,CO.1.112.282.3169,73,1,2019-05-13 00:40:01,Mesa,260,254,100.0,3169,3,5,0,2,77,10,55,66,0,15,0,0,12,9,0,6,0,INT,77.1513,6
3170,https://datosoficiales.com.ar/resultados/CO/1/112/282/3170/INT.json,CO.1.112.282.3170,73,1,2019-05-13 00:40:01,Mesa,250,242,100.0,3170,0,2,0,4,68,9,60,60,0,15,0,1,10,13,0,6,2,INT,73.7463,8
3171,https://datosoficiales.com.ar/resultados/CO/1/112/282/3171/INT.json,CO.1.112.282.3171,73,1,2019-05-13 00:40:01,Mesa,268,255,100.0,3171,4,3,0,6,69,15,57,52,1,20,0,0,11,17,0,11,2,INT,79.2899,13
3172,https://datosoficiales.com.ar/resultados/CO/1/112/282/3172/INT.json,CO.1.112.282.3172,54,1,2019-05-12 23:05:01,Mesa,245,238,100.0,3172,3,6,5,5,57,5,60,51,1,12,1,0,12,20,0,7,0,INT,72.2713,7
3173,https://datosoficiales.com.ar/resultados/CO/1/112/282/3173/INT.json,CO.1.112.282.3173,62,1,2019-05-12 23:45:01,Mesa,230,223,100.0,3173,2,3,0,2,62,14,45,51,0,19,0,0,12,13,0,7,0,INT,68.6567,7
3174,https://datosoficiales.com.ar/resultados/CO/1/112/283/3174/INT.json,CO.1.112.283.3174,36,1,2019-05-12 21:35:02,Mesa,249,243,100.0,3174,2,5,1,6,70,11,64,45,1,21,0,0,9,8,0,5,1,INT,73.6686,6
3175,https://datosoficiales.com.ar/resultados/CO/1/112/283/3175/INT.json,CO.1.112.283.3175,60,1,2019-05-12 23:35:01,Mesa,250,247,100.0,3175,0,1,2,7,71,17,58,57,1,12,0,0,5,16,0,3,0,INT,74.8502,3
3176,https://datosoficiales.com.ar/resultados/CO/1/112/283/3176/INT.json,CO.1.112.283.3176,58,1,2019-05-12 23:25:01,Mesa,245,232,100.0,3176,4,5,0,3,56,2,64,55,0,21,0,0,3,19,0,9,4,INT,72.7002,13
3177,https://datosoficiales.com.ar/resultados/CO/1/112/283/3177/INT.json,CO.1.112.283.3177,55,1,2019-05-12 23:10:01,Mesa,250,241,100.0,3177,4,2,0,1,64,19,72,49,0,14,0,0,7,9,0,9,0,INT,74.4047,9
3178,https://datosoficiales.com.ar/resultados/CO/1/112/284/3178/INT.json,CO.1.112.284.3178,48,1,2019-05-12 22:35:01,Mesa,249,236,100.0,3178,2,2,2,4,37,6,104,28,1,14,1,0,8,27,0,13,0,INT,76.3803,13
3180,https://datosoficiales.com.ar/resultados/CO/1/112/284/3180/INT.json,CO.1.112.284.3180,54,1,2019-05-12 23:05:01,Mesa,246,229,100.0,3180,2,1,0,5,49,6,87,37,1,10,0,0,7,24,0,17,0,INT,75.4601,17
3181,https://datosoficiales.com.ar/resultados/CO/1/112/284/3181/INT.json,CO.1.112.284.3181,54,1,2019-05-12 23:05:01,Mesa,248,235,100.0,3181,0,1,1,3,36,9,97,45,0,7,0,0,11,25,0,13,0,INT,76.5432,13
3182,https://datosoficiales.com.ar/resultados/CO/1/112/284/3182/INT.json,CO.1.112.284.3182,60,1,2019-05-12 23:35:01,Mesa,258,242,100.0,3182,1,2,0,4,34,4,104,37,0,10,0,2,13,31,0,16,0,INT,79.6296,16
3183,https://datosoficiales.com.ar/resultados/CO/1/112/284/3183/INT.json,CO.1.112.284.3183,43,1,2019-05-12 22:10:01,Mesa,255,243,100.0,3183,2,0,0,1,47,8,100,30,0,13,1,0,11,30,0,12,0,INT,78.9473,12
3184,https://datosoficiales.com.ar/resultados/CO/1/112/284/3184/INT.json,CO.1.112.284.3184,51,1,2019-05-12 22:50:01,Mesa,232,218,100.0,3184,1,1,0,3,36,9,101,23,1,10,0,0,13,20,0,14,0,INT,71.3846,14
3185,https://datosoficiales.com.ar/resultados/CO/1/112/284/3185/INT.json,CO.1.112.284.3185,34,1,2019-05-12 21:25:01,Mesa,242,221,100.0,3185,0,2,0,4,48,5,100,27,1,8,0,0,10,16,0,21,0,INT,74.6913,21
3201,https://datosoficiales.com.ar/resultados/CO/1/112/285/3201/INT.json,CO.1.112.285.3201,46,1,2019-05-12 22:25:01,Mesa,253,236,100.0,3201,2,0,0,3,36,6,121,33,0,8,1,1,9,16,0,6,11,INT,73.1213,17
3202,https://datosoficiales.com.ar/resultados/CO/1/112/285/3202/INT.json,CO.1.112.285.3202,60,1,2019-05-12 23:35:01,Mesa,241,229,100.0,3202,6,3,108,4,42,0,1,8,1,4,29,2,0,21,0,12,0,INT,69.855,12
3203,https://datosoficiales.com.ar/resultados/CO/1/112/285/3203/INT.json,CO.1.112.285.3203,60,1,2019-05-12 23:35:01,Mesa,243,229,100.0,3203,0,1,1,3,31,11,90,47,1,7,0,1,11,25,0,11,3,INT,70.0288,14
3204,https://datosoficiales.com.ar/resultados/CO/1/112/285/3204/INT.json,CO.1.112.285.3204,60,1,2019-05-12 23:35:01,Mesa,266,249,100.0,3204,1,2,1,5,35,15,98,39,1,19,0,0,12,21,3,11,3,INT,76.8786,17
3205,https://datosoficiales.com.ar/resultados/CO/1/112/285/3205/INT.json,CO.1.112.285.3205,44,1,2019-05-12 22:15:01,Mesa,258,244,100.0,3205,4,1,0,3,36,13,111,32,0,6,0,0,9,29,0,14,0,INT,73.9255,14
3206,https://datosoficiales.com.ar/resultados/CO/1/112/285/3206/INT.json,CO.1.112.285.3206,62,1,2019-05-12 23:45:01,Mesa,247,233,100.0,3206,3,1,2,0,39,8,105,32,0,10,0,0,5,28,0,14,0,INT,70.7736,14
3207,https://datosoficiales.com.ar/resultados/CO/1/112/285/3207/INT.json,CO.1.112.285.3207,54,1,2019-05-12 23:05:01,Mesa,262,232,100.0,3207,3,2,0,2,35,3,101,35,1,11,0,0,6,33,13,4,13,INT,75.5043,30
3214,https://datosoficiales.com.ar/resultados/CO/1/112/286/3214/INT.json,CO.1.112.286.3214,46,1,2019-05-12 22:25:01,Mesa,273,249,100.0,3214,1,4,1,8,52,18,79,42,3,11,0,1,17,12,0,12,12,INT,85.0467,24
3215,https://datosoficiales.com.ar/resultados/CO/1/112/286/3215/INT.json,CO.1.112.286.3215,55,1,2019-05-12 23:10:01,Mesa,511,243,100.0,3215,1,3,2,6,54,11,93,40,1,9,1,1,8,13,255,9,4,INT,159.19,268
3216,https://datosoficiales.com.ar/resultados/CO/1/112/286/3216/INT.json,CO.1.112.286.3216,51,1,2019-05-12 22:50:01,Mesa,202,190,100.0,3216,4,0,86,0,0,1,0,13,1,0,47,4,16,18,0,8,4,INT,62.7329,12
3217,https://datosoficiales.com.ar/resultados/CO/1/112/286/3217/INT.json,CO.1.112.286.3217,62,1,2019-05-12 23:45:01,Mesa,251,235,100.0,3217,3,2,0,5,41,19,74,47,0,19,0,0,12,13,0,7,9,INT,78.1931,16
3218,https://datosoficiales.com.ar/resultados/CO/1/112/286/3218/INT.json,CO.1.112.286.3218,60,1,2019-05-12 23:35:01,Mesa,234,216,100.0,3218,1,2,2,2,39,16,77,30,0,12,1,0,9,25,0,17,1,INT,72.8971,18
3219,https://datosoficiales.com.ar/resultados/CO/1/112/286/3219/INT.json,CO.1.112.286.3219,51,1,2019-05-12 22:50:01,Mesa,253,236,100.0,3219,1,3,1,3,45,14,87,39,1,14,0,0,12,16,0,17,0,INT,79.5597,17
3220,https://datosoficiales.com.ar/resultados/CO/1/112/286/3220/INT.json,CO.1.112.286.3220,34,1,2019-05-12 21:25:01,Mesa,250,245,100.0,3220,3,2,5,7,55,11,79,40,0,16,1,1,6,19,0,5,0,INT,78.6163,5
773,https://datosoficiales.com.ar/resultados/CO/1/112/287/773/INT.json,CO.1.112.287.773,36,1,2019-05-12 21:35:02,Mesa,240,220,100.0,773,4,5,0,4,52,17,83,17,0,8,2,2,10,16,0,20,0,INT,69.9708,20
774,https://datosoficiales.com.ar/resultados/CO/1/112/287/774/INT.json,CO.1.112.287.774,45,1,2019-05-12 22:20:01,Mesa,246,236,100.0,774,2,2,0,4,49,17,62,54,1,18,0,1,14,12,0,10,0,INT,72.5663,10
775,https://datosoficiales.com.ar/resultados/CO/1/112/287/775/INT.json,CO.1.112.287.775,61,1,2019-05-12 23:40:01,Mesa,243,228,100.0,775,3,6,0,7,52,15,59,54,0,13,0,1,11,7,0,15,0,INT,71.8934,15
776,https://datosoficiales.com.ar/resultados/CO/1/112/287/776/INT.json,CO.1.112.287.776,46,1,2019-05-12 22:25:01,Mesa,229,222,100.0,776,1,2,0,6,53,10,75,43,0,10,0,0,16,6,0,7,0,INT,67.1554,7
777,https://datosoficiales.com.ar/resultados/CO/1/112/287/777/INT.json,CO.1.112.287.777,43,1,2019-05-12 22:10:01,Mesa,238,228,100.0,777,0,6,3,8,44,17,68,50,0,6,0,1,13,12,0,10,0,INT,69.7947,10
778,https://datosoficiales.com.ar/resultados/CO/1/112/287/778/INT.json,CO.1.112.287.778,46,1,2019-05-12 22:25:01,Mesa,235,234,100.0,778,1,0,2,5,62,11,58,54,1,18,0,0,10,12,0,1,0,INT,69.1176,1
779,https://datosoficiales.com.ar/resultados/CO/1/112/287/779/INT.json,CO.1.112.287.779,40,1,2019-05-12 21:55:01,Mesa,237,224,100.0,779,0,2,0,6,47,19,55,57,0,8,0,0,12,18,0,13,0,INT,69.7058,13
780,https://datosoficiales.com.ar/resultados/CO/1/112/287/780/INT.json,CO.1.112.287.780,38,1,2019-05-12 21:45:01,Mesa,245,233,100.0,780,2,1,1,7,51,11,73,47,0,13,0,1,14,12,0,12,0,INT,71.8475,12
781,https://datosoficiales.com.ar/resultados/CO/1/112/287/781/INT.json,CO.1.112.287.781,59,1,2019-05-12 23:30:01,Mesa,228,226,100.0,781,2,2,1,9,51,13,63,50,0,10,0,1,17,7,0,2,0,INT,67.4556,2
782,https://datosoficiales.com.ar/resultados/CO/1/112/287/782/INT.json,CO.1.112.287.782,32,1,2019-05-12 21:15:01,Mesa,213,207,100.0,782,0,3,0,6,59,12,64,39,0,8,0,1,7,8,0,3,3,INT,63.0177,6
1577,https://datosoficiales.com.ar/resultados/CO/1/112/288/1577/INT.json,CO.1.112.288.1577,59,1,2019-05-12 23:30:01,Mesa,223,210,100.0,1577,3,6,0,0,43,6,110,25,1,4,2,0,10,0,0,6,7,INT,63.8968,13
1578,https://datosoficiales.com.ar/resultados/CO/1/112/288/1578/INT.json,CO.1.112.288.1578,42,1,2019-05-12 22:05:01,Mesa,252,241,100.0,1578,1,3,1,5,39,12,106,25,1,5,1,1,12,29,0,7,4,INT,72.4137,11
1579,https://datosoficiales.com.ar/resultados/CO/1/112/288/1579/INT.json,CO.1.112.288.1579,61,1,2019-05-12 23:40:01,Mesa,248,228,100.0,1579,0,0,1,3,34,2,100,37,1,9,0,0,5,36,0,20,0,INT,70.8571,20
1580,https://datosoficiales.com.ar/resultados/CO/1/112/288/1580/INT.json,CO.1.112.288.1580,45,1,2019-05-12 22:20:01,Mesa,251,231,100.0,1580,2,2,0,2,32,2,103,38,1,10,1,1,8,29,0,20,0,INT,71.9197,20
1581,https://datosoficiales.com.ar/resultados/CO/1/112/288/1581/INT.json,CO.1.112.288.1581,47,1,2019-05-12 22:30:01,Mesa,244,227,100.0,1581,0,1,2,1,34,4,115,20,2,5,2,0,4,37,1,15,1,INT,69.914,17
1582,https://datosoficiales.com.ar/resultados/CO/1/112/288/1582/INT.json,CO.1.112.288.1582,60,1,2019-05-12 23:35:01,Mesa,263,239,100.0,1582,0,1,0,3,38,6,112,27,0,7,0,1,10,34,0,24,0,INT,75.7925,24
305,https://datosoficiales.com.ar/resultados/CO/1/112/289/305/INT.json,CO.1.112.289.305,55,1,2019-05-12 23:10:01,Mesa,259,242,100.0,305,0,2,0,4,23,3,112,32,2,7,5,2,7,43,0,17,0,INT,74.8554,17
306,https://datosoficiales.com.ar/resultados/CO/1/112/289/306/INT.json,CO.1.112.289.306,59,1,2019-05-12 23:30:01,Mesa,239,214,100.0,306,0,1,0,3,29,7,106,20,0,7,0,1,6,34,0,25,0,INT,69.0751,25
307,https://datosoficiales.com.ar/resultados/CO/1/112/289/307/INT.json,CO.1.112.289.307,58,1,2019-05-12 23:25:01,Mesa,198,187,100.0,307,1,2,0,3,27,2,105,35,1,8,0,0,3,0,0,11,0,INT,57.2254,11
308,https://datosoficiales.com.ar/resultados/CO/1/112/289/308/INT.json,CO.1.112.289.308,54,1,2019-05-12 23:05:01,Mesa,245,213,100.0,308,1,2,0,1,30,9,85,27,2,10,1,2,1,42,13,13,6,INT,70.2005,32
309,https://datosoficiales.com.ar/resultados/CO/1/112/289/309/INT.json,CO.1.112.289.309,60,1,2019-05-12 23:35:01,Mesa,212,195,100.0,309,0,0,0,4,30,3,88,25,0,4,2,0,5,34,0,17,0,INT,60.9195,17
310,https://datosoficiales.com.ar/resultados/CO/1/112/289/310/INT.json,CO.1.112.289.310,63,1,2019-05-12 23:50:01,Mesa,227,182,100.0,310,0,6,0,2,34,3,103,21,0,8,1,0,4,0,1,7,37,INT,65.6069,45
311,https://datosoficiales.com.ar/resultados/CO/1/112/289/311/INT.json,CO.1.112.289.311,51,1,2019-05-12 22:50:01,Mesa,237,224,100.0,311,1,3,0,4,21,7,123,13,2,10,3,2,8,27,0,13,0,INT,68.4971,13
312,https://datosoficiales.com.ar/resultados/CO/1/112/289/312/INT.json,CO.1.112.289.312,54,1,2019-05-12 23:05:01,Mesa,252,241,100.0,312,2,2,0,4,19,6,127,28,0,12,0,0,9,32,0,11,0,INT,73.2558,11
362,https://datosoficiales.com.ar/resultados/CO/1/112/29/362/INT.json,CO.1.112.29.362,51,1,2019-05-12 22:50:01,Mesa,238,231,100.0,362,0,3,2,0,27,5,133,22,0,8,0,1,5,25,3,1,3,INT,71.6867,7
363,https://datosoficiales.com.ar/resultados/CO/1/112/29/363/INT.json,CO.1.112.29.363,53,1,2019-05-12 23:00:01,Mesa,259,244,100.0,363,0,4,1,2,35,6,115,25,4,9,0,1,8,34,0,15,0,INT,78.2477,15
364,https://datosoficiales.com.ar/resultados/CO/1/112/29/364/INT.json,CO.1.112.29.364,25,1,2019-05-12 20:40:01,Mesa,231,221,100.0,364,1,0,0,0,33,3,98,33,1,11,2,0,7,32,0,10,0,INT,69.5783,10
365,https://datosoficiales.com.ar/resultados/CO/1/112/29/365/INT.json,CO.1.112.29.365,35,1,2019-05-12 21:30:01,Mesa,247,57,100.0,365,0,1,0,0,19,1,16,16,0,1,0,0,3,0,0,190,0,INT,74.6223,190
366,https://datosoficiales.com.ar/resultados/CO/1/112/29/366/INT.json,CO.1.112.29.366,43,1,2019-05-12 22:10:01,Mesa,188,186,100.0,366,0,1,0,3,33,5,111,18,2,11,0,2,0,0,2,0,0,INT,56.9696,2
367,https://datosoficiales.com.ar/resultados/CO/1/112/29/367/INT.json,CO.1.112.29.367,73,1,2019-05-13 00:40:01,Mesa,504,238,100.0,367,1,0,0,3,33,2,124,21,0,10,0,1,9,34,252,13,1,INT,152.7272,266
313,https://datosoficiales.com.ar/resultados/CO/1/112/290/313/INT.json,CO.1.112.290.313,48,1,2019-05-12 22:35:01,Mesa,176,176,100.0,313,1,0,1,6,29,2,114,18,0,4,0,1,0,0,0,0,0,INT,55.3459,0
314,https://datosoficiales.com.ar/resultados/CO/1/112/290/314/INT.json,CO.1.112.290.314,47,1,2019-05-12 22:30:01,Mesa,225,215,100.0,314,0,0,4,1,21,0,115,18,0,11,1,1,3,40,2,8,0,INT,70.7547,10
315,https://datosoficiales.com.ar/resultados/CO/1/112/290/315/INT.json,CO.1.112.290.315,38,1,2019-05-12 21:45:01,Mesa,211,209,100.0,315,1,2,0,2,36,4,120,10,1,3,0,0,0,30,0,1,1,INT,66.7721,2
316,https://datosoficiales.com.ar/resultados/CO/1/112/290/316/INT.json,CO.1.112.290.316,38,1,2019-05-12 21:45:01,Mesa,224,212,100.0,316,0,1,1,2,11,1,116,18,1,5,8,0,2,46,0,12,0,INT,70.4402,12
317,https://datosoficiales.com.ar/resultados/CO/1/112/290/317/INT.json,CO.1.112.290.317,33,1,2019-05-12 21:20:01,Mesa,233,215,100.0,317,0,1,0,2,22,1,126,16,0,5,0,0,4,38,0,18,0,INT,73.7341,18
318,https://datosoficiales.com.ar/resultados/CO/1/112/290/318/INT.json,CO.1.112.290.318,53,1,2019-05-12 23:00:01,Mesa,239,214,100.0,318,2,1,2,1,25,3,129,15,3,5,0,0,2,26,0,24,1,INT,76.3578,25
319,https://datosoficiales.com.ar/resultados/CO/1/112/290/319/INT.json,CO.1.112.290.319,39,1,2019-05-12 21:50:01,Mesa,227,214,100.0,319,0,1,0,0,31,6,130,16,0,4,0,1,0,25,0,13,0,INT,71.8354,13
320,https://datosoficiales.com.ar/resultados/CO/1/112/290/320/INT.json,CO.1.112.290.320,41,1,2019-05-12 22:00:01,Mesa,211,200,100.0,320,0,1,1,0,23,2,101,18,0,6,1,1,0,46,0,11,0,INT,66.5615,11
321,https://datosoficiales.com.ar/resultados/CO/1/112/290/321/INT.json,CO.1.112.290.321,40,1,2019-05-12 21:55:01,Mesa,227,211,100.0,321,0,0,0,0,18,5,112,20,1,15,6,2,6,26,1,14,1,INT,72.2929,16
541,https://datosoficiales.com.ar/resultados/CO/1/112/291/541/INT.json,CO.1.112.291.541,70,1,2019-05-13 00:25:01,Mesa,238,228,100.0,541,1,1,1,1,17,3,147,8,0,5,1,0,2,41,0,9,1,INT,73.6842,10
542,https://datosoficiales.com.ar/resultados/CO/1/112/291/542/INT.json,CO.1.112.291.542,96,1,2019-05-13 02:35:01,Mesa,218,202,100.0,542,0,0,0,3,23,7,106,7,1,15,0,0,7,33,0,11,5,INT,67.7018,16
543,https://datosoficiales.com.ar/resultados/CO/1/112/291/543/INT.json,CO.1.112.291.543,69,1,2019-05-13 00:20:01,Mesa,199,199,100.0,543,0,0,0,1,17,6,152,16,0,6,0,1,0,0,0,0,0,INT,61.6099,0
544,https://datosoficiales.com.ar/resultados/CO/1/112/291/544/INT.json,CO.1.112.291.544,54,1,2019-05-12 23:05:01,Mesa,220,203,100.0,544,0,2,2,0,22,5,113,13,1,2,8,0,3,32,0,8,9,INT,68.3229,17
545,https://datosoficiales.com.ar/resultados/CO/1/112/291/545/INT.json,CO.1.112.291.545,71,1,2019-05-13 00:30:01,Mesa,240,231,100.0,545,2,0,1,1,19,3,140,15,0,2,7,0,7,34,0,8,1,INT,74.5341,9
554,https://datosoficiales.com.ar/resultados/CO/1/112/292/554/INT.json,CO.1.112.292.554,27,1,2019-05-12 20:50:01,Mesa,212,206,100.0,554,2,3,0,0,35,1,110,31,1,10,0,0,5,8,0,6,0,INT,62.7218,6
555,https://datosoficiales.com.ar/resultados/CO/1/112/292/555/INT.json,CO.1.112.292.555,70,1,2019-05-13 00:25:01,Mesa,282,266,100.0,555,0,1,0,4,35,4,124,17,0,5,7,0,6,63,4,8,4,INT,82.6979,16
556,https://datosoficiales.com.ar/resultados/CO/1/112/292/556/INT.json,CO.1.112.292.556,53,1,2019-05-12 23:00:01,Mesa,235,228,100.0,556,2,0,2,0,37,4,118,27,0,15,4,1,13,5,0,7,0,INT,69.3215,7
557,https://datosoficiales.com.ar/resultados/CO/1/112/292/557/INT.json,CO.1.112.292.557,50,1,2019-05-12 22:45:02,Mesa,258,247,100.0,557,2,1,0,3,25,1,124,19,1,14,3,1,5,48,0,11,0,INT,76.1061,11
558,https://datosoficiales.com.ar/resultados/CO/1/112/292/558/INT.json,CO.1.112.292.558,44,1,2019-05-12 22:15:01,Mesa,226,215,100.0,558,2,2,1,0,22,1,113,23,1,21,13,1,8,7,0,9,2,INT,66.4705,11
559,https://datosoficiales.com.ar/resultados/CO/1/112/292/559/INT.json,CO.1.112.292.559,42,1,2019-05-12 22:05:01,Mesa,238,230,100.0,559,0,3,1,2,31,8,118,19,0,7,3,2,8,28,0,8,0,INT,70.4142,8
560,https://datosoficiales.com.ar/resultados/CO/1/112/292/560/INT.json,CO.1.112.292.560,54,1,2019-05-12 23:05:01,Mesa,249,236,100.0,560,0,2,0,3,35,5,112,19,1,9,4,1,9,36,0,10,3,INT,73.2352,13
2099,https://datosoficiales.com.ar/resultados/CO/1/112/293/2099/INT.json,CO.1.112.293.2099,47,1,2019-05-12 22:30:01,Mesa,249,245,100.0,2099,5,0,0,1,71,7,49,71,0,19,0,0,7,15,0,4,0,INT,79.2993,4
